CUST_ID,agg_ncluster2_linkageward,agg_ncluster2_linkagecomplete,agg_ncluster2_linkageaverage,agg_ncluster2_linkagesingle,agg_ncluster3_linkageward,agg_ncluster3_linkagecomplete,agg_ncluster3_linkageaverage,agg_ncluster3_linkagesingle,agg_ncluster4_linkageward,agg_ncluster4_linkagecomplete,agg_ncluster4_linkageaverage,agg_ncluster4_linkagesingle,agg_ncluster5_linkageward,agg_ncluster5_linkagecomplete,agg_ncluster5_linkageaverage,agg_ncluster5_linkagesingle,agg_ncluster6_linkageward,agg_ncluster6_linkagecomplete,agg_ncluster6_linkageaverage,agg_ncluster6_linkagesingle,agg_ncluster7_linkageward,agg_ncluster7_linkagecomplete,agg_ncluster7_linkageaverage,agg_ncluster7_linkagesingle,agg_ncluster8_linkageward,agg_ncluster8_linkagecomplete,agg_ncluster8_linkageaverage,agg_ncluster8_linkagesingle,agg_ncluster9_linkageward,agg_ncluster9_linkagecomplete,agg_ncluster9_linkageaverage,agg_ncluster9_linkagesingle,agg_ncluster10_linkageward,agg_ncluster10_linkagecomplete,agg_ncluster10_linkageaverage,agg_ncluster10_linkagesingle,ms_quantile0.1,ms_quantile0.2,ms_quantile0.3,ms_quantile0.4,ms_quantile0.5,birch_threshold0.1_factor10_ncluster2,birch_threshold0.1_factor10_ncluster3,birch_threshold0.1_factor10_ncluster4,birch_threshold0.1_factor10_ncluster5,birch_threshold0.1_factor10_ncluster6,birch_threshold0.1_factor20_ncluster2,birch_threshold0.1_factor20_ncluster3,birch_threshold0.1_factor20_ncluster4,birch_threshold0.1_factor20_ncluster5,birch_threshold0.1_factor20_ncluster6,birch_threshold0.1_factor30_ncluster2,birch_threshold0.1_factor30_ncluster3,birch_threshold0.1_factor30_ncluster4,birch_threshold0.1_factor30_ncluster5,birch_threshold0.1_factor30_ncluster6,birch_threshold0.1_factor40_ncluster2,birch_threshold0.1_factor40_ncluster3,birch_threshold0.1_factor40_ncluster4,birch_threshold0.1_factor40_ncluster5,birch_threshold0.1_factor40_ncluster6,birch_threshold0.1_factor50_ncluster2,birch_threshold0.1_factor50_ncluster3,birch_threshold0.1_factor50_ncluster4,birch_threshold0.1_factor50_ncluster5,birch_threshold0.1_factor50_ncluster6,birch_threshold0.3_factor10_ncluster2,birch_threshold0.3_factor10_ncluster3,birch_threshold0.3_factor10_ncluster4,birch_threshold0.3_factor10_ncluster5,birch_threshold0.3_factor10_ncluster6,birch_threshold0.3_factor20_ncluster2,birch_threshold0.3_factor20_ncluster3,birch_threshold0.3_factor20_ncluster4,birch_threshold0.3_factor20_ncluster5,birch_threshold0.3_factor20_ncluster6,birch_threshold0.3_factor30_ncluster2,birch_threshold0.3_factor30_ncluster3,birch_threshold0.3_factor30_ncluster4,birch_threshold0.3_factor30_ncluster5,birch_threshold0.3_factor30_ncluster6,birch_threshold0.3_factor40_ncluster2,birch_threshold0.3_factor40_ncluster3,birch_threshold0.3_factor40_ncluster4,birch_threshold0.3_factor40_ncluster5,birch_threshold0.3_factor40_ncluster6,birch_threshold0.3_factor50_ncluster2,birch_threshold0.3_factor50_ncluster3,birch_threshold0.3_factor50_ncluster4,birch_threshold0.3_factor50_ncluster5,birch_threshold0.3_factor50_ncluster6,birch_threshold0.5_factor10_ncluster2,birch_threshold0.5_factor10_ncluster3,birch_threshold0.5_factor10_ncluster4,birch_threshold0.5_factor10_ncluster5,birch_threshold0.5_factor10_ncluster6,birch_threshold0.5_factor20_ncluster2,birch_threshold0.5_factor20_ncluster3,birch_threshold0.5_factor20_ncluster4,birch_threshold0.5_factor20_ncluster5,birch_threshold0.5_factor20_ncluster6,birch_threshold0.5_factor30_ncluster2,birch_threshold0.5_factor30_ncluster3,birch_threshold0.5_factor30_ncluster4,birch_threshold0.5_factor30_ncluster5,birch_threshold0.5_factor30_ncluster6,birch_threshold0.5_factor40_ncluster2,birch_threshold0.5_factor40_ncluster3,birch_threshold0.5_factor40_ncluster4,birch_threshold0.5_factor40_ncluster5,birch_threshold0.5_factor40_ncluster6,birch_threshold0.5_factor50_ncluster2,birch_threshold0.5_factor50_ncluster3,birch_threshold0.5_factor50_ncluster4,birch_threshold0.5_factor50_ncluster5,birch_threshold0.5_factor50_ncluster6,birch_threshold0.7_factor10_ncluster2,birch_threshold0.7_factor10_ncluster3,birch_threshold0.7_factor10_ncluster4,birch_threshold0.7_factor10_ncluster5,birch_threshold0.7_factor10_ncluster6,birch_threshold0.7_factor20_ncluster2,birch_threshold0.7_factor20_ncluster3,birch_threshold0.7_factor20_ncluster4,birch_threshold0.7_factor20_ncluster5,birch_threshold0.7_factor20_ncluster6,birch_threshold0.7_factor30_ncluster2,birch_threshold0.7_factor30_ncluster3,birch_threshold0.7_factor30_ncluster4,birch_threshold0.7_factor30_ncluster5,birch_threshold0.7_factor30_ncluster6,birch_threshold0.7_factor40_ncluster2,birch_threshold0.7_factor40_ncluster3,birch_threshold0.7_factor40_ncluster4,birch_threshold0.7_factor40_ncluster5,birch_threshold0.7_factor40_ncluster6,birch_threshold0.7_factor50_ncluster2,birch_threshold0.7_factor50_ncluster3,birch_threshold0.7_factor50_ncluster4,birch_threshold0.7_factor50_ncluster5,birch_threshold0.7_factor50_ncluster6,birch_threshold0.9_factor10_ncluster2,birch_threshold0.9_factor10_ncluster3,birch_threshold0.9_factor10_ncluster4,birch_threshold0.9_factor10_ncluster5,birch_threshold0.9_factor10_ncluster6,birch_threshold0.9_factor20_ncluster2,birch_threshold0.9_factor20_ncluster3,birch_threshold0.9_factor20_ncluster4,birch_threshold0.9_factor20_ncluster5,birch_threshold0.9_factor20_ncluster6,birch_threshold0.9_factor30_ncluster2,birch_threshold0.9_factor30_ncluster3,birch_threshold0.9_factor30_ncluster4,birch_threshold0.9_factor30_ncluster5,birch_threshold0.9_factor30_ncluster6,birch_threshold0.9_factor40_ncluster2,birch_threshold0.9_factor40_ncluster3,birch_threshold0.9_factor40_ncluster4,birch_threshold0.9_factor40_ncluster5,birch_threshold0.9_factor40_ncluster6,birch_threshold0.9_factor50_ncluster2,birch_threshold0.9_factor50_ncluster3,birch_threshold0.9_factor50_ncluster4,birch_threshold0.9_factor50_ncluster5,birch_threshold0.9_factor50_ncluster6,hdbscan_mincluster5_minsample5,hdbscan_mincluster5_minsample6,hdbscan_mincluster5_minsample7,hdbscan_mincluster5_minsample8,hdbscan_mincluster5_minsample9,hdbscan_mincluster5_minsample10,hdbscan_mincluster10_minsample5,hdbscan_mincluster10_minsample6,hdbscan_mincluster10_minsample7,hdbscan_mincluster10_minsample8,hdbscan_mincluster10_minsample9,hdbscan_mincluster10_minsample10,hdbscan_mincluster15_minsample5,hdbscan_mincluster15_minsample6,hdbscan_mincluster15_minsample7,hdbscan_mincluster15_minsample8,hdbscan_mincluster15_minsample9,hdbscan_mincluster15_minsample10,hdbscan_mincluster20_minsample5,hdbscan_mincluster20_minsample6,hdbscan_mincluster20_minsample7,hdbscan_mincluster20_minsample8,hdbscan_mincluster20_minsample9,hdbscan_mincluster20_minsample10,hdbscan_mincluster25_minsample5,hdbscan_mincluster25_minsample6,hdbscan_mincluster25_minsample7,hdbscan_mincluster25_minsample8,hdbscan_mincluster25_minsample9,hdbscan_mincluster25_minsample10,hdbscan_mincluster30_minsample5,hdbscan_mincluster30_minsample6,hdbscan_mincluster30_minsample7,hdbscan_mincluster30_minsample8,hdbscan_mincluster30_minsample9,hdbscan_mincluster30_minsample10,hdbscan_mincluster35_minsample5,hdbscan_mincluster35_minsample6,hdbscan_mincluster35_minsample7,hdbscan_mincluster35_minsample8,hdbscan_mincluster35_minsample9,hdbscan_mincluster35_minsample10,hdbscan_mincluster40_minsample5,hdbscan_mincluster40_minsample6,hdbscan_mincluster40_minsample7,hdbscan_mincluster40_minsample8,hdbscan_mincluster40_minsample9,hdbscan_mincluster40_minsample10,hdbscan_mincluster45_minsample5,hdbscan_mincluster45_minsample6,hdbscan_mincluster45_minsample7,hdbscan_mincluster45_minsample8,hdbscan_mincluster45_minsample9,hdbscan_mincluster45_minsample10,hdbscan_mincluster50_minsample5,hdbscan_mincluster50_minsample6,hdbscan_mincluster50_minsample7,hdbscan_mincluster50_minsample8,hdbscan_mincluster50_minsample9,hdbscan_mincluster50_minsample10,optics_minsamp30_xi0.0005,optics_minsamp30_xi0.005,optics_minsamp30_xi0.01,optics_minsamp30_xi0.02,optics_minsamp30_xi0.05,optics_minsamp60_xi0.0005,optics_minsamp60_xi0.005,optics_minsamp60_xi0.01,optics_minsamp60_xi0.02,optics_minsamp60_xi0.05,optics_minsamp80_xi0.0005,optics_minsamp80_xi0.005,optics_minsamp80_xi0.01,optics_minsamp80_xi0.02,optics_minsamp80_xi0.05,optics_minsamp120_xi0.0005,optics_minsamp120_xi0.005,optics_minsamp120_xi0.01,optics_minsamp120_xi0.02,optics_minsamp120_xi0.05,optics_minsamp140_xi0.0005,optics_minsamp140_xi0.005,optics_minsamp140_xi0.01,optics_minsamp140_xi0.02,optics_minsamp140_xi0.05
C18645,0,0,0,0,1,0,2,0,0,2,0,0,1,2,2,0,0,0,2,0,1,1,0,0,0,1,5,0,0,0,5,0,4,0,5,0,1,1,0,0,0,0,0,1,0,2,0,1,0,4,4,0,1,0,0,2,0,2,2,0,5,0,1,0,4,4,1,0,1,0,5,1,0,3,1,0,0,2,2,2,2,0,0,1,0,5,1,0,1,4,4,1,0,1,1,1,1,1,0,1,1,0,2,0,0,5,0,1,0,4,4,0,1,0,4,4,1,0,1,1,1,0,2,0,1,1,1,1,0,3,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,71,45,33,30,30,27,22,24,22,23,24,23,20,20,20,20,18,19,19,19,20,19,17,1,16,17,16,1,1,1,15,15,1,1,1,1,-1,-1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,-1
C15919,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,2,0,0,1,2,6,0,0,0,6,0,8,8,6,0,8,8,6,0,0,1,0,0,0,0,0,1,0,2,0,1,0,4,4,0,1,0,0,2,0,2,2,0,5,0,1,0,4,4,1,0,1,0,5,1,0,3,1,0,1,0,1,0,5,0,0,1,0,5,0,1,0,2,0,0,2,2,0,5,1,1,0,1,1,0,2,0,0,5,0,1,0,4,4,0,1,0,4,4,0,2,2,0,0,0,2,0,4,4,0,0,1,0,1,0,1,0,4,4,0,2,2,0,5,0,1,0,4,4,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,168,113,77,54,68,66,75,64,52,45,54,59,60,50,45,38,41,45,47,45,43,33,38,1,21,35,35,1,1,1,20,29,1,1,1,1,17,24,0,0,0,0,14,21,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,5,3,3,3,3,-1,2,2,2,2,-1,1,1,1,-1,-1,1,1,1,-1,-1
C10230,0,0,0,0,1,2,0,0,0,0,2,0,1,1,0,0,0,1,0,0,1,0,5,0,0,3,2,0,0,1,0,0,4,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,2,2,0,1,0,1,0,0,1,1,0,1,0,2,1,0,3,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,2,2,0,0,1,1,0,1,1,0,2,0,0,1,0,1,0,2,0,0,1,0,2,0,0,2,2,0,2,1,1,1,0,2,0,0,1,0,1,0,1,0,2,0,0,2,2,0,0,0,1,0,2,0,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,116,82,62,60,60,63,53,52,44,52,49,56,44,40,40,44,37,41,32,29,36,30,33,1,29,25,29,1,1,1,27,23,1,1,1,1,24,18,0,0,0,0,20,15,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,-1,-1,8,8,-1,5,5,5,5,-1,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C16550,0,0,0,0,1,2,0,0,0,0,2,0,1,1,0,0,0,1,0,0,2,0,5,0,2,3,2,0,2,1,0,0,2,1,9,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,2,2,0,1,0,1,0,0,1,1,0,1,0,2,1,0,3,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0,2,2,0,0,1,1,0,0,2,0,2,0,0,1,0,1,0,2,0,0,1,0,2,0,0,2,2,0,2,1,1,1,0,2,0,0,3,1,0,0,1,0,2,0,0,2,2,0,0,0,1,0,2,0,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,135,106,78,58,67,58,61,68,53,50,53,51,50,48,46,42,40,36,35,43,42,35,37,1,32,30,34,1,1,1,21,25,1,1,1,1,18,20,0,0,0,0,15,17,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,-1,6,6,6,-1,-1,6,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C15647,1,0,0,0,0,0,2,0,1,2,0,0,4,2,2,0,1,0,2,0,0,6,0,0,1,6,5,0,1,6,5,0,0,6,5,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,2,2,2,0,0,2,2,2,2,0,2,2,2,2,1,1,0,1,1,1,0,1,4,4,1,0,1,1,1,0,2,2,2,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,0,1,1,1,1,0,3,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,112,71,49,49,40,34,42,40,34,40,33,30,35,31,30,33,27,25,28,27,28,27,23,1,25,21,-1,1,1,1,26,19,1,1,1,1,16,16,0,0,0,0,13,13,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,1,-1,-1,-1,2,1,-1,-1,-1,1,-1
C14903,1,0,0,0,0,0,2,0,1,2,0,0,4,2,2,0,1,0,2,0,0,1,0,0,1,1,5,0,1,0,5,0,0,0,5,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,2,2,2,0,0,2,2,2,2,0,2,2,2,2,1,1,0,1,1,1,0,1,4,4,1,0,1,1,1,0,2,2,2,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,0,1,1,1,1,0,3,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,17,-1,-1,-1,-1,11,11,11,10,-1,-1,-1,-1,-1,1,-1,-1,-1,2,1,-1,-1,-1,1,-1
C12907,1,0,0,0,0,0,2,2,3,3,0,2,3,3,4,2,3,3,4,2,3,3,4,6,3,7,4,6,3,7,4,6,3,7,4,6,4,3,0,0,0,1,1,0,4,4,1,0,3,3,3,1,0,3,3,3,1,0,3,3,3,1,0,3,3,3,0,1,0,4,4,0,1,0,4,4,0,1,0,3,3,1,1,0,4,4,1,0,3,3,3,1,0,3,3,3,0,0,3,3,3,0,0,3,3,3,1,0,3,3,3,1,0,3,3,3,1,0,3,3,3,0,0,3,3,3,1,1,0,4,4,1,0,3,3,3,1,0,3,3,3,1,0,3,3,3,1,1,0,4,4,1,1,0,4,4,1,1,0,4,4,1,1,0,4,4,52,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,18,18,18,15,5,14,14,13,10,3,8,8,7,4,3,7,7,6,3,2
C11621,0,0,0,0,1,2,0,0,0,0,2,0,1,1,0,0,0,1,0,0,2,0,5,0,2,3,2,0,2,1,0,0,2,1,9,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,2,2,0,1,0,1,0,0,1,1,0,1,0,2,1,0,3,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0,2,2,0,0,1,1,0,0,2,0,2,0,0,1,0,1,0,2,0,0,1,0,2,0,0,2,2,0,2,1,1,1,0,2,0,0,3,1,0,0,1,0,2,0,0,2,2,0,0,0,1,0,2,0,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,108,101,-1,-1,-1,-1,49,65,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,35,43,-1,-1,-1,1,32,30,-1,1,1,1,21,25,1,1,1,1,18,20,0,0,0,0,15,17,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,6,6,6,-1,-1,6,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C17532,0,0,0,0,1,2,0,0,0,0,2,0,1,1,0,0,0,1,0,0,1,0,5,0,0,3,2,0,0,1,0,0,4,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,2,2,0,1,0,1,0,0,1,1,0,1,0,2,1,0,3,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,2,2,0,0,1,1,0,1,1,0,2,0,0,1,0,1,0,2,0,0,1,0,2,0,0,2,2,0,2,1,1,1,0,2,0,0,1,0,1,0,1,0,2,0,0,2,2,0,0,0,1,0,2,0,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,126,68,58,47,56,61,59,41,42,38,46,54,48,32,37,31,35,38,40,28,33,26,31,1,21,24,28,1,1,1,20,-1,1,1,1,1,17,-1,0,0,0,0,14,-1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,-1,-1,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C14727,0,0,0,0,1,2,0,0,0,0,2,0,1,1,0,0,0,1,0,0,2,0,5,0,2,3,2,0,2,1,0,0,2,1,9,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,4,0,1,0,0,1,0,2,2,0,5,0,1,0,0,1,1,0,1,0,2,1,0,3,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0,2,2,0,0,1,1,0,0,2,0,2,0,0,1,0,1,0,2,0,0,1,0,4,4,0,2,2,0,0,1,1,1,0,2,0,0,1,0,2,0,1,0,2,0,0,2,2,0,5,0,1,0,2,0,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,107,100,-1,-1,-1,-1,47,63,-1,-1,-1,-1,40,49,-1,-1,-1,-1,36,44,-1,-1,-1,1,32,30,-1,1,1,1,21,25,1,1,1,1,18,20,0,0,0,0,15,17,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C14402,0,0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,4,1,0,0,4,0,5,0,4,3,2,0,4,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,2,2,0,1,0,1,0,0,1,1,0,1,0,2,1,0,3,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,2,2,0,0,1,1,0,0,2,0,2,0,0,1,0,1,0,2,0,0,1,0,2,0,0,2,2,0,2,1,1,1,0,2,0,0,3,1,0,0,1,0,2,0,0,2,2,0,0,0,1,0,2,0,0,0,3,3,1,0,0,3,3,1,0,0,3,3,1,0,0,3,3,1,-1,112,-1,76,-1,72,-1,72,64,63,-1,65,-1,57,57,54,-1,47,29,38,41,42,34,1,26,26,27,1,1,1,28,24,1,1,1,1,25,19,0,0,0,0,21,16,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,4,4,4,-1,-1,5,5,-1,-1,-1,3,3,3,-1,-1,2,2,2,-1,-1
C14422,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,2,0,0,1,2,6,0,0,0,6,0,8,8,6,0,8,8,6,0,0,1,0,0,0,0,0,1,0,2,0,1,0,4,4,0,1,0,0,2,0,2,2,0,5,0,1,0,4,4,1,0,1,0,5,1,0,3,1,0,1,0,1,0,5,0,0,1,0,5,0,1,0,2,0,0,2,2,0,5,1,1,0,1,1,0,2,0,0,5,0,1,0,4,4,0,1,0,4,4,0,2,2,0,0,0,2,0,4,4,0,0,1,0,1,0,1,0,4,4,0,2,2,0,5,0,1,0,4,4,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,168,113,77,54,68,66,75,64,52,45,54,59,60,50,45,38,41,45,47,45,43,33,38,1,21,35,35,1,1,1,20,29,1,1,1,1,17,24,0,0,0,0,14,21,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,5,3,3,3,3,-1,2,2,2,2,-1,1,1,1,-1,-1,1,1,1,-1,-1
C14781,0,0,0,0,1,2,0,0,0,0,2,0,1,1,0,0,0,1,0,0,2,0,5,0,2,3,2,0,2,1,0,0,2,1,9,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,2,2,0,1,0,1,0,0,1,1,0,1,0,2,1,0,3,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0,2,2,0,0,1,1,0,0,2,0,2,0,0,1,0,1,0,2,0,0,1,0,2,0,0,2,2,0,2,1,1,1,0,2,0,0,3,1,0,0,1,0,2,0,0,2,2,0,0,0,1,0,2,0,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,108,-1,-1,-1,-1,-1,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1,1,32,-1,-1,1,1,1,21,-1,1,1,1,1,18,-1,0,0,0,0,15,-1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,6,6,6,-1,-1,6,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C10610,0,0,0,0,2,2,0,0,2,0,1,0,2,4,1,0,2,4,1,0,6,4,1,2,6,4,1,2,6,4,1,2,6,4,1,2,3,2,0,0,0,0,2,2,2,5,0,2,2,2,2,0,2,2,2,5,0,1,0,4,4,0,2,2,2,2,0,1,0,3,3,0,1,0,3,3,0,1,0,4,4,0,2,2,2,2,0,2,2,0,5,0,1,0,4,4,0,0,1,4,4,0,0,2,2,2,0,2,2,0,2,0,2,2,0,5,0,1,0,4,4,0,0,2,2,5,0,2,2,2,5,0,2,2,0,5,0,1,0,4,4,0,2,2,0,5,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,55,31,20,18,16,15,17,15,16,15,13,14,15,13,14,14,-1,-1,13,12,14,14,-1,1,12,12,12,1,1,1,11,-1,1,1,1,1,8,-1,0,0,0,0,5,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
C10606,1,0,0,0,0,0,2,0,1,2,0,0,4,2,2,0,1,0,2,0,0,6,0,0,7,6,3,0,7,6,3,0,7,6,3,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,2,2,2,0,0,2,2,2,2,0,2,2,2,2,1,1,0,1,1,1,0,1,4,4,1,0,1,1,1,0,2,2,2,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,0,1,1,1,1,0,3,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,118,84,67,70,51,46,51,47,39,58,42,42,34,28,34,46,29,26,27,26,30,37,25,1,23,23,24,1,1,1,24,21,1,1,1,1,22,15,0,0,0,0,18,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,22,22,22,21,10,15,15,15,-1,-1,12,12,11,-1,1,6,6,-1,2,1,5,5,-1,1,-1
C10124,1,0,0,0,0,0,2,0,1,2,0,0,4,2,2,0,1,0,2,0,0,1,0,0,1,1,5,0,1,0,5,0,0,9,5,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,2,2,2,0,0,2,2,2,2,0,2,2,2,2,1,1,0,1,1,1,0,1,4,4,1,0,1,1,1,0,2,2,2,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,0,1,1,1,1,0,3,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,21,-1,1,1,1,-1,19,1,1,1,1,16,16,0,0,0,0,13,13,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,19,19,19,18,-1,12,12,12,-1,-1,10,10,9,7,1,5,5,5,2,1,4,4,4,1,-1
C14264,1,0,0,0,0,0,2,0,1,2,0,0,4,2,2,0,1,0,2,0,0,6,0,0,7,6,3,0,7,6,3,0,7,6,3,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,2,2,2,0,0,2,2,2,2,0,2,2,2,2,1,1,0,1,1,1,0,1,4,4,1,0,1,1,1,0,2,2,2,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,0,1,1,1,1,0,3,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,75,57,39,33,33,30,24,32,27,26,27,26,23,24,23,22,22,20,23,-1,-1,-1,-1,1,-1,21,-1,1,1,1,-1,19,1,1,1,1,-1,16,0,0,0,0,-1,13,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,1,-1,-1,-1,2,1,5,5,-1,1,-1
