CUST_ID,TSNE1,TSNE2,TSNE3
C16616,4.2557054,-7.7327957,3.8035066
C10859,4.053342,-7.7463427,4.95682
C14453,-7.8781056,0.20890445,-11.974137
C16407,0.22729698,6.262807,15.258488
C13091,-4.6458335,4.7507157,-4.815933
C11697,-0.6272465,15.44937,0.37073758
C17505,-1.5477132,-0.7090131,-8.639243
C11784,-12.189824,1.2763265,-4.4492955
C17012,-13.120761,1.7118019,-0.5724352
C17622,-1.5826942,9.975315,-2.70805
C16431,-8.6168375,-9.529681,2.310289
C14923,-5.6135473,-0.09792994,3.281039
C16809,10.233685,-2.3634706,6.438531
C16938,9.742829,-9.9060135,1.1588501
C15610,-5.309128,3.6584747,10.4179325
C18643,4.7243495,-2.6755018,-2.8102114
C18060,10.888365,-9.7473,1.0018144
C10999,-1.630998,-7.3410215,9.499902
C18523,-1.899593,7.683938,-14.968317
C12232,0.54397464,-7.032278,0.8711888
C18206,-10.465817,1.8706486,-0.53692603
C10974,-9.344071,0.2496056,-5.766232
C13557,8.446357,-3.5042167,7.428406
C13295,-2.3962157,9.808128,-0.1328825
C13436,-1.7634443,13.166042,-1.06794
C13243,7.5566454,9.377075,0.3014187
C12558,-1.7369552,-9.2274275,-1.3522294
C11439,1.2315706,5.2824507,3.822898
C13474,-1.4454148,-8.478022,-4.0274577
C10745,-0.10876187,3.9571674,0.022743069
C15415,2.962715,-14.37095,7.451145
C13096,8.156245,-4.0729547,8.462226
C17587,-2.29311,13.18333,5.499752
C16000,0.24420406,3.2103066,3.8266766
C12721,-2.221669,2.7099164,10.661066
C13955,1.7070869,-10.69994,0.1864057
C15412,-9.637649,5.555192,-1.2477902
C16909,-9.446136,-4.617806,2.0618126
C10112,7.528558,11.350939,-6.097685
C11415,8.621727,-8.247799,-8.043314
C15411,9.508072,-9.673569,-7.856673
C13124,3.4216254,10.991428,1.3566909
C18955,-7.217315,0.24151765,-12.252428
C18078,-8.706403,-4.334748,-5.3108435
C10278,11.668278,-0.7876163,6.8891335
C11977,8.051837,-3.446354,2.0857344
C10648,-2.827823,-14.286787,3.7883995
C19187,-2.1038268,-3.5457327,-12.936093
C14241,2.69651,9.27196,1.4146622
C16992,-3.5263968,-9.889905,10.172349
C14591,2.5341167,-8.485739,4.886021
C18193,-4.3476796,-12.249825,0.19359075
C16682,-5.184179,-3.2927623,8.317815
C13410,0.031832054,-3.9981215,4.106918
C13359,7.3153453,8.3216305,1.6543463
C18998,-6.3606176,-7.329514,1.9797411
C11743,4.966533,8.296008,1.1977533
C10248,-1.5758572,-4.983356,9.857606
C10137,10.545223,2.949552,1.772911
C10791,7.4796753,10.382978,-3.5641649
C18195,-2.678867,2.126872,10.947642
C17772,3.195208,-12.219151,7.24826
C16110,9.442102,4.018126,0.1470954
C18582,-2.6026697,0.92790735,-11.1525545
C14097,-8.364536,-0.34269106,2.1079047
C10887,10.714619,5.0547395,-0.56610155
C16414,2.8907893,15.437552,-4.797588
C14265,-2.966111,-0.6267815,10.441887
C17176,-11.503248,1.9735086,-1.278333
C18746,-0.50264686,-2.259917,-13.695489
C14577,-3.9102104,15.621179,2.7774184
C11162,-5.358666,-0.82948875,1.0742346
C18561,-5.8796506,-4.950102,8.746795
C15515,0.7512378,8.345694,-5.5616355
C12608,6.82562,-8.327046,-7.585507
C14951,-0.46757,-6.2493777,4.2056456
C13279,-13.759612,2.8026037,-5.1837554
C17075,-9.112338,0.3060418,-10.69749
C17120,-11.113426,-0.24063146,-3.085861
C15578,-0.9859471,-9.560896,-4.179394
C17836,-2.8739996,-10.742942,-5.1689777
C14913,-3.9093359,-6.6274853,9.831557
C13679,5.3691497,-2.4052792,1.0416924
C13650,10.99821,-2.6499844,9.631397
C11106,-2.2169173,-13.370665,-5.658839
C12138,7.9503317,3.086068,-2.2745097
C18737,-2.9567068,6.9654703,-14.719383
C16903,-3.1128333,-11.235577,-6.036768
C17429,8.618336,10.090051,-7.032527
C11863,1.0675201,-13.372406,8.074051
C10532,11.841531,-2.4289167,1.399433
C13888,-0.3123792,15.632464,-1.3726571
C15400,-6.207133,1.111539,-13.559593
C16167,1.9523894,10.734013,-5.722542
C11307,9.918196,-7.8215117,-8.268727
C18900,-0.9108174,4.178389,-14.856486
C14832,-4.268077,11.156433,-0.23350681
C15300,1.0728815,6.9002852,15.0157
C18067,4.6338625,1.8454984,9.595222
C10542,-1.4438258,-7.0542417,-2.870721
C17299,-10.746436,-5.1689353,0.088239186
C15708,-2.203565,15.768713,2.7903955
C15774,-2.4912927,11.071497,5.7951026
C13891,6.16493,-11.817622,-2.5918782
C11853,-11.035903,-3.69259,-4.8572655
C10332,9.526958,7.6423516,-2.240751
C14052,-0.12557502,15.149385,5.065821
C13338,-5.4863677,-7.2575264,7.7029757
C12850,0.6138089,13.324435,1.4063879
C11373,1.9290727,14.022395,-0.4670868
C12282,-1.888911,1.4591601,2.1004324
C18192,-3.748433,-13.77077,5.0368085
C17482,-8.677521,-4.226751,-5.4216423
C14250,-6.2316566,-0.15493508,-13.478511
C16499,3.8452733,13.029409,-6.3494945
C16060,0.85301834,-7.2316875,3.2848647
C18201,-0.3621872,5.0455203,-14.919891
C18723,-1.5986532,-13.354345,-2.6048837
C13718,2.0241761,4.8729463,3.7005157
C12417,1.1493732,7.1051717,-14.14518
C11539,2.1251287,-0.2623537,9.812423
C11448,-6.935795,9.045535,1.204874
C16595,6.7224565,9.226857,-1.2038338
C10084,-4.411817,-4.6681967,4.099516
C14494,11.619892,-4.220781,1.7424619
C15147,-0.7231032,-0.019187506,5.128535
C17626,0.76637673,6.5550632,14.827329
C13534,-0.41188812,-9.445424,6.776344
C15865,5.8406963,-5.877354,-9.450539
C15126,-8.291875,-0.8995315,-12.323809
C16443,-4.808193,-10.889264,-4.4400883
C13174,-7.9792566,-8.36723,-4.146143
C12205,10.1694565,-2.894427,5.9775476
C10792,-11.06676,3.708157,-4.4298015
C17647,6.3767443,-5.5032597,-11.496463
C15181,9.163031,-9.392709,-5.4125996
C12362,8.857791,-4.0564156,6.0805726
C17145,5.74034,9.149948,-9.231359
C12948,-1.5179738,-0.07837754,9.549549
C12194,-4.1720004,0.6379468,10.210448
C17565,-11.295477,-1.8320017,-2.8178413
C18901,-4.603362,-12.537611,3.3616235
C15728,7.812766,2.922555,-2.752953
C17225,-5.5100217,9.38188,8.06713
C15663,5.4608026,-8.584081,-7.4275823
C12582,-3.61291,-13.519081,0.18723659
C17490,-2.367699,2.6715288,7.721522
C13007,-3.2202823,8.516685,-0.6343109
C16005,8.581847,10.2291355,-2.521227
C10326,-3.2918265,15.493659,-1.3978101
C17235,-8.780934,-2.3410523,-11.721166
C18151,0.21643582,13.587556,-1.8013315
C15952,-7.1764975,0.7279398,1.5293627
C12530,-9.380116,1.4998889,2.5663223
C13325,-7.319058,-13.460789,4.5578055
C17877,5.723745,1.0090749,5.328005
C13923,-8.098363,-10.423468,0.11377839
C16449,-2.6428497,5.3454175,-14.451078
C18458,5.713504,8.829249,-9.269005
C12978,3.9153934,5.733797,-7.779024
C13797,-4.3588686,-7.0284815,-2.0754673
C16106,-1.9082644,-11.820509,3.0376456
C11704,9.998464,-7.7269163,-0.2995913
C12319,5.6371846,8.08053,-2.6969445
C17338,-4.414399,9.9339285,7.2087536
C17265,3.240445,8.311691,0.2750705
C13442,8.890758,7.9294367,-3.407799
C14500,-1.2843398,11.084425,0.87988293
C10111,-1.6325108,-11.3373995,3.8664422
C19159,-4.342224,-4.917509,-13.119265
C18107,-15.728461,-6.062099,2.125329
C10534,8.188604,-12.830943,-1.1641915
C18037,4.4044747,1.3295716,7.3047132
C12373,3.5886934,11.126018,0.071893975
C11165,12.816451,-5.996042,5.179724
C18989,-15.097557,-5.689291,2.3855305
C10297,-0.531597,7.9487014,6.5482707
C18837,-4.8031173,-12.584353,3.193711
C19149,-3.4879577,-7.2994347,-12.432547
C14020,9.896083,-7.1216583,-8.366349
C12668,-2.5962765,0.62890214,1.6957108
C15153,0.1689579,0.30233747,12.106516
C15371,-10.029615,0.3203544,-4.1114497
C16990,-3.0344586,8.602491,7.6705976
C13946,-2.7421653,-10.231182,-3.9613924
C15534,1.3488007,8.498205,-3.078323
C13377,4.6354694,13.103031,-6.6617026
C10578,3.4206955,8.531459,-7.4405165
C14109,9.83395,-9.491149,-2.7057743
C11239,6.4652805,7.8957734,-8.217409
C13056,-1.570499,15.649285,-1.0744321
C11227,8.1688595,-7.6053805,-8.829215
C17009,-3.377787,-12.7055,5.489509
C11787,8.246067,-4.7887425,-10.14157
C13644,12.950946,-6.9324107,2.5533762
C11703,7.1365094,-9.166406,-6.1877985
C11340,-11.487364,1.2242178,-3.427969
C14079,-0.7057523,5.0399003,3.9893565
C16129,7.811638,0.09492574,8.847537
C14870,-0.51134765,10.656204,1.2300582
C12557,-6.5368767,5.4076433,-2.1249022
C16398,-10.636661,-8.832387,-7.5355916
C11680,1.1006253,7.9813,-15.22086
C11746,-9.643046,-1.3147105,-10.117603
C11560,-10.076752,2.1300588,0.44616416
C16759,-3.678263,-12.373277,-2.8310041
C10910,-0.99388415,4.1426187,-14.903498
C12515,9.364768,7.896597,-4.791488
C18779,0.170144,-1.5706538,-14.14432
C18810,-3.861596,-12.727116,-3.155635
C18828,-11.592802,-4.087854,-3.679399
C18605,-3.5730078,-12.57057,0.21765313
C15329,-7.0146365,8.408889,-0.9162291
C16791,-3.9739113,-10.5118065,7.887365
C11419,14.2069235,-6.120942,3.128391
C19121,-3.4522698,5.3030767,-13.9864235
C14710,10.586511,4.75713,-0.622633
C19050,-3.1322203,-8.717613,-9.770115
C10757,-3.7934022,0.7054137,10.341968
C10940,1.1517966,-0.93025213,5.820127
C17424,-1.0313646,-8.866618,1.4831347
C16537,-6.649076,-9.58152,-5.5662417
C17064,2.9051006,-1.6523691,-0.22378565
C16793,0.9197571,-13.69162,5.423022
C10591,5.417921,6.871995,17.857443
C18866,-8.566097,-9.661692,-5.894937
C12674,4.9171176,12.509123,-2.4399142
C16670,2.3539815,6.7935743,4.513603
C12153,-7.094738,7.3862047,-3.0039985
C11670,9.979766,-8.646185,-2.2934935
C18281,-4.2588162,-7.2764297,-12.996063
C15502,-4.848888,-12.550951,3.1986322
C12796,9.063611,3.4458022,2.7811034
C14823,-5.7895737,-5.5475817,8.593584
C12687,-2.3230698,-1.019817,4.427995
C13089,4.0002937,-3.5968137,3.1229498
C18645,-0.15420389,15.53001,4.9584894
C15919,-2.3534353,2.3366864,11.00675
C10230,11.78266,-0.98506695,6.3750186
C16550,0.5100133,-8.721157,2.8420422
C15647,2.757806,9.387426,1.3663596
C14903,-2.3612332,5.5609555,4.785617
C12907,-1.2084317,5.0037246,-14.355034
C11621,-1.220376,-7.8764644,1.7073747
C17532,7.7320857,-0.087945774,8.933685
C14727,0.7591172,-4.341382,4.0791416
C14402,11.1696825,-3.195467,2.1554945
C14422,-2.2982037,2.562989,10.724116
C14781,-1.1958497,-7.0630817,2.2656438
C10610,-10.707444,2.1849291,-0.28897157
C10606,7.4267607,8.469989,2.4120157
C10124,0.80278814,13.764087,0.69701886
C14264,3.758446,8.893318,-2.3402572
C17050,-9.03149,2.43311,2.4450636
C12322,-1.4503489,-0.7888709,2.9521453
C12605,2.6116,6.828642,-13.6989975
C14055,9.395217,10.251636,-6.942487
C16930,2.335328,9.548522,-2.237358
C11696,-1.3772949,-11.544694,-5.842739
C11073,3.5044901,-8.111245,4.7860627
C17753,-1.1615068,-5.9946547,7.7298126
C17801,-2.8099706,-10.368615,-3.5175092
C16501,1.771179,7.536503,-4.9279623
C16557,10.3035755,4.6004987,-0.72624975
C15856,-6.9131813,-5.470266,-2.3103704
C14962,7.4066577,-9.597113,-5.6282244
C12216,-0.9653276,4.871703,3.7989786
C10617,1.196537,0.76558703,6.8265176
C11602,-1.779276,-5.4019384,9.366544
C15039,8.008242,-1.6552368,10.303487
C11520,-9.35836,-8.826264,-10.101447
C13878,4.8523207,6.734116,-8.575083
C14910,-2.7944982,12.553821,5.2965817
C15156,-5.022165,8.436696,4.891574
C12559,11.0399685,7.651817,1.2137936
C16601,2.850363,-0.048313793,-1.9980158
C13213,10.512417,-12.167891,-0.7716455
C19157,-4.0049777,-4.650131,-13.162532
C16640,-12.779494,2.6958165,-1.888724
C14218,14.461815,-2.3816788,-0.67948705
C17803,1.348363,-9.635655,6.4422417
C16158,3.7440543,12.620239,-6.5605946
C17617,-5.902586,0.6029515,-13.344733
C12648,8.580553,-0.41997525,-3.762088
C15549,-12.948244,-0.20823897,-1.4260105
C12510,0.9962089,-13.643638,6.748552
C11611,4.8210864,-8.861066,-0.26816106
C14050,12.562172,-4.8330674,-1.7366638
C15138,1.5016586,-4.365512,8.6622715
C10315,9.712197,10.662118,-1.3506154
C13204,-8.717669,7.956271,-2.7656815
C11418,-6.2804055,5.5886407,-9.227246
C18638,-10.524031,1.41283,-9.871855
C16148,2.4580448,10.8336735,-5.515127
C17872,2.2532573,-1.1451409,-2.1824758
C13249,9.380525,3.236438,-1.0878867
C10329,-4.750963,-12.5958395,3.2441113
C18179,6.01881,9.257098,-0.18162447
C10015,-0.078568734,7.8319817,6.5834694
C15539,-2.6502976,2.4563348,9.746777
C10080,12.067104,-1.743076,7.5810504
C18922,-3.8737729,10.151907,-2.911386
C14520,9.02745,-5.0684285,0.77896786
C12991,-0.94839096,-0.5940822,3.7758377
C15867,-1.8172169,-9.149481,-1.4696811
C16970,2.330584,5.781858,16.681395
C11533,7.930665,-0.41453865,9.385291
C17118,5.7079935,-9.589857,1.8706372
C17045,5.7964206,-12.383477,-1.5759062
C16041,-10.2504,-3.92884,1.8304412
C13384,-1.4155205,15.656403,2.2273223
C10093,2.0304973,7.3953457,5.4416533
C11297,-9.365729,0.3870018,-5.7902155
C15012,3.2186944,6.305419,-9.79399
C18449,-8.55398,-4.648263,2.3049564
C14596,1.1442109,-11.420936,7.4645996
C12589,11.495003,-11.21546,1.1582831
C12392,-6.4553347,9.711273,7.7903814
C15073,0.5435622,7.5139728,-3.8972006
C18653,-13.00744,2.2968209,-1.5795705
C11113,1.8174142,-2.103335,7.8815312
C12657,-0.07500606,-11.377073,-1.5031259
C12884,-12.885448,3.4046428,-4.183553
C13451,-4.2307158,9.837713,7.735428
C17940,-4.183224,7.9108768,4.4357214
C14114,3.154407,7.500879,4.655283
C12372,3.0373912,-9.376015,2.5442326
C11777,11.785687,0.39530882,5.166538
C18254,4.0809255,3.2659194,-4.5751553
C11087,-8.724022,-9.080849,-6.0400643
C12212,1.5628793,2.884069,2.3364456
C15839,5.540764,-1.7328122,11.4929495
C13354,-10.078569,-5.615375,-9.00073
C14976,-9.378404,-9.373454,2.189874
C19189,-1.8938227,2.7724826,-14.909808
C13793,9.996996,1.0150626,5.551311
C12643,-12.173695,-6.923137,-7.1644535
C10098,-1.2442209,2.2081215,9.661073
C11270,8.969338,-7.9755588,-7.885553
C16009,-6.2582164,5.586385,-9.235065
C16746,-2.911423,12.213651,4.8037252
C12889,1.1251832,8.526201,5.7297974
C16080,-1.3905288,4.8911004,-14.933393
C14059,10.083214,-9.770672,-3.1551619
C13494,3.4583337,9.276813,-2.0249822
C12830,3.1176512,-2.932899,4.8028803
C17952,5.854543,-9.752218,-6.302221
C18364,-6.584018,-9.746867,1.3729314
C11028,5.6021013,-1.2686005,-3.407284
C11854,9.583965,6.9653277,2.088891
C16935,13.347127,-6.142561,2.7831664
C14369,-9.965069,6.726832,-1.7332186
C11669,10.18809,-8.070889,-5.5102434
C14828,1.8976606,4.390407,-13.509586
C13789,-5.9682517,0.8162637,3.0482745
C11196,-5.1349006,-8.3244295,-2.8443544
C11395,9.724848,-2.4836836,-0.89870435
C10735,14.204411,-4.917552,-0.7433224
C17310,2.9842863,-1.3034239,-2.729717
C18276,-6.8793826,-8.505571,-1.360946
C10038,7.4859133,-2.0357,0.056814343
C18762,-8.614234,-7.9057508,-3.5583951
C10679,-12.728008,-5.8668227,-7.475402
C10020,3.295664,6.2544436,17.239073
C16594,-2.36233,-5.23973,6.873113
C14749,-5.408068,8.389827,4.7525144
C11757,1.5170373,8.417557,0.5854918
C15617,-8.66353,2.144685,-1.8637732
C13047,3.3238354,9.865049,1.9501512
C16121,-1.5249089,-11.21101,3.4979856
C18003,3.440552,2.0515206,-4.3163548
C13461,0.175062,14.816088,0.33074006
C15483,8.168439,-0.67071134,9.3093195
C14822,-4.373997,8.730022,7.189947
C11515,2.9629471,1.6662029,-1.5676304
C17336,-10.456199,-5.7648745,0.5659264
C11529,6.518228,-8.045473,-2.8336875
C15140,4.602448,1.3868445,10.425516
C10703,4.5215344,7.719391,3.875859
C11622,12.477901,-4.7773676,-2.0301175
C11775,4.431777,14.731683,-4.696772
C18740,-2.4216566,-6.5854783,-9.138165
C15171,-5.407239,-3.05362,8.420717
C18525,-4.181593,0.91668487,10.019004
C12321,9.496763,-8.954982,-8.128331
C10673,12.7477255,-1.4160814,2.393004
C14229,-2.8962464,13.049385,1.5551505
C12141,0.30685148,9.4740095,-5.335992
C13875,9.140513,-5.4264946,3.6178474
C10357,10.539563,-1.1414113,7.8945165
C11241,5.3415065,-5.093052,6.00633
C12960,-6.7064915,-0.20052806,2.8045805
C11092,8.669729,-0.5228169,10.990067
C17832,-4.4712152,13.086158,-0.012081817
C13221,2.1644258,3.3658712,9.641758
C17677,3.204722,12.209583,-6.647651
C15726,-2.783309,-10.303976,-3.2132497
C15425,-6.1951575,4.9922614,-0.84817713
C11053,2.4604297,-2.5974708,7.7137675
C14257,3.657169,-7.813985,5.973054
C17714,3.760625,-13.24036,0.70240355
C12954,11.226618,-2.911403,-0.9954217
C16881,8.45535,-7.537841,1.4664963
C17445,-3.385914,7.006292,-14.6628685
C12224,9.168681,-5.2791624,3.2278218
C13185,0.76215774,5.308421,-14.446966
C10695,7.645904,-9.457969,-5.2932663
C14644,2.2707965,-4.347016,4.861615
C15256,8.613022,-12.117726,1.7561603
C19137,-0.90901744,-3.1028779,-12.941694
C16789,-4.14972,8.492907,4.474605
C11069,-9.316372,0.036523506,-5.861496
C11188,6.248554,7.3427577,0.11564183
C11036,-7.2646422,1.1147128,2.566878
C13085,-3.4951792,-7.825484,9.686026
C15310,2.7841148,-2.0875518,-0.18932995
C16354,6.6668386,2.081356,5.2528157
C10344,7.7016935,-7.543424,-4.663973
C13458,-6.1617756,-2.1897078,-10.448141
C18433,-10.386653,-7.3151536,-8.064505
C16730,-6.662892,6.6840606,-2.8877769
C19091,-3.9414158,-8.164742,-10.600175
C14101,1.4754528,6.9638057,-11.616669
C18134,-14.059979,1.9981685,-5.5994186
C17615,-8.053301,0.038472235,-12.750507
C14852,-2.3871372,4.0740414,-14.630222
C11959,-0.35583425,1.0016009,4.4870925
C11420,2.9132717,-6.757709,1.5752466
C16580,-1.8206425,9.680415,-3.5620792
C17309,1.691593,1.5801611,9.724737
C11677,3.8579175,-7.6556106,2.410355
C15374,-5.06358,3.5879452,-9.52342
C15652,-3.2201355,12.397389,-2.9494884
C17811,-11.573685,-4.0442486,-3.7077005
C14899,-8.385696,7.4565277,-0.38445857
C14045,-1.3052499,10.913132,2.5704734
C14638,-0.87682045,15.571614,0.07726352
C12055,-1.8585649,13.162532,5.513958
C10024,8.716662,-0.18112957,-4.456362
C18739,-2.5235631,13.316297,-4.028028
C15976,-12.218831,6.171092,-2.3514748
C14328,8.624297,3.3559353,-2.1978822
C13868,5.330288,-8.360887,-7.6558375
C13120,-2.0493264,1.937327,3.1889095
C18578,2.8787403,-9.755821,-1.2452608
C18341,-4.732007,9.245019,8.007712
C13694,6.564331,12.8225,-7.245713
C16667,-7.5360813,-10.383672,-0.36092073
C17152,4.6977687,0.8550002,-4.669078
C14729,-4.887345,-6.4034724,9.181428
C10649,13.139916,-6.8870826,0.9731104
C16704,0.5682329,13.218555,1.2455902
C12529,-4.015849,3.54824,-12.914677
C19115,-1.3104327,-2.221746,-13.256376
C17184,5.262183,2.1102834,-1.313546
C12685,-2.6417809,-10.50539,7.1539984
C12875,2.2106364,10.2177925,6.1609545
C10518,0.71833766,13.024105,2.21715
C16967,-4.3372145,-12.248735,0.18886267
C14436,7.3951125,8.332315,-0.93786997
C17718,-7.83021,-6.683367,-2.5295305
C10034,7.797243,-1.5201567,10.413989
C18913,-5.717984,9.453651,8.135067
C10052,7.4657235,10.1265955,-8.187145
C19033,-10.296879,-9.320546,-9.330673
C12834,6.5210137,6.6987343,-0.5068144
C17947,-5.0111175,-2.148963,4.3387513
C13823,-2.6187108,-8.567914,-8.203089
C15152,0.2539829,8.6027355,1.4370259
C10522,0.33653334,-11.515945,5.771723
C11786,10.776838,-7.9533305,-1.4914837
C16279,-1.7201943,-11.169459,-6.2259994
C15457,-4.1805816,2.0258114,5.5207596
C13217,2.8056252,10.309948,-2.5955946
C12655,6.2867303,-5.13286,-10.92898
C17516,7.2107973,-2.7466009,4.0802493
C18312,-11.724271,-2.8699691,-3.9319062
C14267,3.2852218,-0.8900959,9.652544
C10254,-11.229038,-2.2316263,-2.519219
C10155,0.39425316,-6.792124,0.6048466
C11828,2.0554307,5.022787,16.816872
C10191,-9.141016,-9.502488,2.6698997
C11452,6.1060486,-8.10647,-2.118814
C11567,4.39408,3.7885883,6.982113
C11122,7.744408,-9.934117,1.924444
C15338,-2.9387233,11.635997,-3.9916983
C16874,0.3259438,-10.562517,2.3251066
C18813,-0.15628666,-1.3228934,-14.411766
C18036,-10.331541,-4.245807,-1.6690016
C12520,8.839033,9.321632,-6.822093
C13991,-5.224794,-6.8251653,8.927645
C10574,14.467253,-9.274836,-2.3239336
C15186,7.6102977,-6.0706534,4.2440214
C16039,-11.197808,0.14058758,-2.6594384
C10018,-10.619855,-3.708421,-1.4503479
C11672,13.529468,-3.407469,1.1855208
C17638,-15.73991,2.1537719,-5.5323877
C14152,-0.7219414,8.893684,2.8367198
C11659,-6.173453,-9.803285,-5.746209
C16187,-4.4917293,8.267987,6.2255235
C11716,-2.9078758,7.5717854,8.44093
C14612,-0.14951238,-1.8111526,-13.961797
C18855,-10.591216,-3.226331,-1.1959363
C11650,-2.3266501,-12.90433,7.652891
C12596,10.029615,-1.1407444,2.5668614
C12316,-3.0166664,9.730639,-2.906563
C19100,-4.1231017,-2.5211854,-11.999847
