CUST_ID,BALANCE,BALANCE_FREQUENCY,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C16454,0.17469869309293223,1.0,0.040097887086387195,0.02282577777777778,0.014682187607877081,0.666667,0.583333,0.05555533333333333,0.008130081300813009,0.09221902017291066,0.11222780569514239,0.01818960396823852,0.01794261585781429,0.0,1.0
C15956,0.3642336263645581,1.0,0.041848078751264985,0.07507377777777778,0.0,0.833333,0.916667,0.0,0.0,0.17002881844380402,0.3969849246231156,0.026961706231929096,0.03225316507753892,0.0,1.0
C16753,0.0034763609326570557,1.0,0.0,0.03676444444444445,0.0,0.0,1.0,0.0,0.0,0.05763688760806916,0.028475711892797323,0.015746415938415883,0.004092758559285865,0.666667,1.0
C11905,0.07831647019620204,1.0,0.025460455702413443,0.051499555555555555,0.0,0.333333,1.0,0.0,0.0,0.12680115273775217,0.028475711892797323,0.027799065003527922,0.08084656065269669,0.0,1.0
C19124,0.05715511425506923,1.0,0.0,0.05076088888888888,0.042405004422165944,0.0,0.857143,0.190476,0.024390243902439025,0.040345821325648415,0.028475711892797323,0.01887605023702919,0.024959141958801844,0.0,0.16666666666666652
C16597,0.12017005573956903,1.0,0.0,0.0,0.1049758792992172,0.0,0.0,0.3333333333333333,0.04878048780487805,0.0,0.1289782244556114,0.030408544975960655,0.010807425657976917,0.0,1.0
C16448,0.05921623055489322,1.0,0.21946505565948052,0.0,0.0,0.916667,0.0,0.0,0.0,0.06628242074927954,0.17922948073701844,0.15610428460466066,0.006137624287243796,1.0,1.0
C15645,0.002457820067683072,1.0,0.010386580391916343,0.0,0.0,1.0,0.0,0.0,0.0,0.034582132564841495,0.22948073701842547,0.008486868748390643,0.004408568922810131,0.083333,1.0
C17167,0.0029032311887675043,0.909091,0.00330951577785274,0.01466888888888889,0.0,0.166667,0.416667,0.0,0.0,0.040345821325648415,0.028475711892797323,0.008362101399709537,0.0036043708379151196,0.454545,1.0
C10231,0.002553981714411216,0.857143,0.0018642706001410652,0.0,0.0,0.142857,0.0,0.0,0.0,0.002881844380403458,0.08542713567839197,0.0013635915083379374,0.0023313083517708063,0.0,0.16666666666666652
C10727,0.1878588327117892,1.0,0.0,0.0,0.13514980607591845,0.0,0.0,0.11111133333333334,0.024390243902439025,0.0,0.17922948073701844,0.014935239721269854,0.020901959792889262,0.0,1.0
C16806,0.20517229075935,1.0,0.0004906620871538533,0.03320577777777778,0.0,0.083333,1.0,0.0,0.0,0.20172910662824206,0.09547738693467338,0.019260416006887066,0.6303962422713725,0.0,1.0
C17221,0.07862126919997325,1.0,0.0,0.14104444444444444,0.024789686993527113,0.0,0.909091,0.060606,0.032520325203252036,0.03170028818443804,0.028475711892797323,0.0543624341865068,0.11261897177786676,0.0,0.8333333333333333
C17588,0.0014466254040946644,1.0,0.0,0.037221333333333335,0.0,0.0,1.0,0.0,0.0,0.034582132564841495,0.11222780569514239,0.015297177519297218,7.696221012844486e-05,0.166667,1.0
C17257,0.047861880202590155,0.636364,0.0,0.0,0.0522603883994504,0.0,0.0,0.05555533333333333,0.024390243902439025,0.0,0.04522613065326633,0.00397520822821614,0.010082160224733992,0.0,1.0
C12922,0.16777055164603463,0.636364,0.0,0.0044444444444444444,0.26513607761956126,0.0,0.25,0.3333333333333333,0.0894308943089431,0.011527377521613832,0.2964824120603015,0.02226134158943888,0.03196288253355115,0.0,1.0
C11182,0.07241747845665374,1.0,0.009720997270692141,0.03903555555555555,0.0,0.833333,0.416667,0.0,0.0,0.060518731988472615,0.14572864321608042,0.026651182683392245,0.0066953854654827625,0.0,1.0
C15896,0.11496993890958197,1.0,0.0,0.0,0.05176644122831768,0.0,0.0,0.6111113333333333,0.13821138211382114,0.0,0.07872696817420437,0.006502124448120635,0.01189431537547116,0.0,1.0
C14734,0.006670800109850485,0.857143,0.018404489558097457,0.0,0.0,0.714286,0.0,0.0,0.0,0.020172910662824207,0.07872696817420437,0.00983101825829567,0.002249209444388353,0.0,0.16666666666666652
C17005,0.04726414477178985,0.818182,0.0,0.0,0.061481054858554714,0.0,0.0,0.16666666666666666,0.032520325203252036,0.0,0.04522613065326633,0.01595705849640593,0.006031906612481147,0.0,1.0
C10763,1.568302587519875e-05,0.090909,0.0,0.0010666666666666667,0.0,0.0,0.166667,0.0,0.0,0.005763688760806916,0.04522613065326633,0.0001879541442496172,0.00020697944792242014,0.0,1.0
C13763,0.0011716890993295156,0.636364,0.0,0.014345333333333333,0.0,0.0,0.5,0.0,0.0,0.020172910662824207,0.17252931323283086,0.008074498395348191,0.004100441144211879,0.857143,1.0
C10645,0.06673040805842947,1.0,0.09214658529853721,0.2657164444444445,0.0,1.0,1.0,0.0,0.0,0.5590778097982708,0.2797319932998325,0.16900028865796168,0.004802853687588688,0.083333,1.0
C13133,0.00718838442892214,0.818182,0.0052746174369039224,0.0,0.0,0.083333,0.0,0.0,0.0,0.002881844380403458,0.05360134003350084,0.0017034837366002459,0.00429221838442783,0.0,1.0
C16760,0.0178875228483996,1.0,0.03750547394890981,0.0,0.0,0.416667,0.0,0.0,0.0,0.02593659942363112,0.2964824120603015,0.018337036032614957,0.0028715559668799342,0.0,1.0
C16082,0.07097905139098078,1.0,0.0,0.0,0.04552154571818819,0.0,0.0,0.11111133333333334,0.04065040650406505,0.0,0.035175879396984924,0.006469486502809566,0.006891593038172665,0.0,1.0
C12728,0.09307390180525145,1.0,0.0,0.0,0.017374140285250333,0.0,0.0,0.11111133333333334,0.016260162601626018,0.0,0.06030150753768845,0.009328901298915008,0.008943404303321844,0.0,1.0
C15164,0.07614685098213717,1.0,0.0833205556748137,0.010733333333333334,0.24437530905150556,0.583333,0.5,0.22222199999999998,0.06504065040650407,0.07492795389048991,0.22948073701842547,0.17260496320389948,0.009567718053602512,0.416667,1.0
C18054,0.048188269724064516,1.0,0.02207537796313901,0.0071111111111111115,0.07930646483167082,0.416667,0.25,0.3333333333333333,0.0894308943089431,0.02881844380403458,0.1155778894472362,0.046939449524805846,0.005694256905286697,0.0,1.0
C18117,0.015796742746964687,0.363636,0.07290821552332177,0.0,0.0,0.333333,0.0,0.0,0.0,0.060518731988472615,0.19597989949748745,0.07781695752046318,0.008409768278505418,0.333333,1.0
C13862,0.0439727591525959,1.0,0.0,0.016815555555555556,0.030526042680371117,0.0,0.857143,0.28571399999999997,0.06504065040650407,0.020172910662824207,0.028475711892797323,0.0041744515533427414,0.007451314195704537,0.0,0.16666666666666652
C16226,0.1527358286717587,1.0,0.050643196663497814,0.005911111111111112,0.0,0.75,0.333333,0.0,0.0,0.11527377521613832,0.135678391959799,0.01529285828441907,0.018653855122533904,0.0,1.0
C14278,0.04965214860321728,1.0,0.016968566960041703,0.0,0.03777582732131172,0.333333,0.0,0.16666666666666666,0.032520325203252036,0.011527377521613832,0.04522613065326633,0.027521388857898732,0.006185674193108672,0.0,1.0
C11950,0.022386264230528276,1.0,0.008365788585973198,0.003557333333333334,0.0,0.083333,0.333333,0.0,0.0,0.017291066282420747,0.1289782244556114,0.02733385435831623,0.002592489966388854,0.0,1.0
C19184,0.0003601197107180596,0.5,0.0005127418810757766,0.0,0.0,0.166667,0.0,0.0,0.0,0.002881844380403458,0.01172529313232831,0.001156213878520922,0.0010193532969788297,0.0,0.0
C11342,0.34107598664001965,1.0,0.02367665368456561,0.006897777777777778,0.0,0.583333,0.583333,0.0,0.0,0.0547550432276657,0.19597989949748745,0.03969956997724524,0.06429996267727969,0.0,1.0
C18435,0.2720998361887064,1.0,0.14323358581986567,0.007445333333333334,0.021621621145255697,0.583333,0.916667,0.05555533333333333,0.008130081300813009,0.17579250720461093,0.34673366834170855,0.03253897927799089,0.025041243540386775,0.0,1.0
C13538,0.08666152908704977,1.0,0.0375035113005612,0.006666666666666667,0.01493628826866163,0.166667,0.333333,0.05555533333333333,0.008130081300813009,0.023054755043227664,0.05527638190954774,0.04551240241961251,0.011977796376374845,0.083333,1.0
C17968,0.0002523958879389506,0.363636,0.0,0.002666666666666667,0.0,0.0,0.25,0.0,0.0,0.011527377521613832,0.07872696817420437,0.0021665144968268137,0.003902588256720291,0.0,1.0
C12092,0.01909498127992498,0.909091,0.0912972492256739,0.0,0.0,0.5,0.0,0.0,0.0,0.07492795389048991,0.1289782244556114,0.07895876271154859,0.0036726047795760876,0.714286,1.0
C13025,0.07198226881547203,0.818182,0.0,0.0,0.05415153273502947,0.0,0.0,0.05555533333333333,0.008130081300813009,0.0,0.05527638190954774,0.004703773927640116,0.006066935756121635,0.0,1.0
C16372,0.030802832837395693,1.0,0.008063540740286423,0.012212444444444444,0.0,0.333333,0.416667,0.0,0.0,0.037463976945244955,0.035175879396984924,0.004608863119022156,0.008291067585305947,0.0,1.0
C15780,0.002501009137489235,1.0,0.002477352878039805,0.0,0.0,0.333333,0.0,0.0,0.0,0.011527377521613832,0.008375209380234509,0.00448842287170838,0.004602606004864932,0.0,1.0
C18263,0.16753648578140448,0.833333,0.0,0.0,0.21793820101387593,0.0,0.0,0.22222199999999998,0.032520325203252036,0.0,0.2629815745393635,0.011335075098639623,0.012706776746013835,0.0,0.0
C12421,0.2489567186112595,1.0,0.0,0.0,0.17223207775586644,0.0,0.0,0.16666666666666666,0.032520325203252036,0.0,0.16247906197654943,0.06400789353807258,0.020330369844493892,0.0,1.0
C11614,0.22267992314023233,1.0,0.0,0.0,0.40045691503767833,0.0,0.0,0.44444466666666665,0.12195121951219513,0.0,0.2964824120603015,0.10196455019449574,0.02180804881572107,0.090909,1.0
C18116,0.041102849318648396,0.818182,0.11193694992180071,0.0,0.0,0.25,0.0,0.0,0.0,0.01440922190201729,0.2964824120603015,0.09976477549137673,0.003892765887571804,0.0,1.0
C11477,0.027571854926889492,0.454545,0.0035082339231500503,0.0,0.043208401586409845,0.083333,0.0,0.16666666666666666,0.032520325203252036,0.005763688760806916,0.16247906197654943,0.09313604078711628,0.008238687441896599,0.0,1.0
C14203,0.07088012124952028,1.0,0.008002698641479346,0.029111111111111112,0.0,0.166667,0.416667,0.0,0.0,0.034582132564841495,0.035175879396984924,0.025234118783863578,0.027603511359373483,0.0,1.0
C13240,0.02514716872425245,0.636364,0.0260212824680303,0.016804444444444445,0.0,0.5,0.333333,0.0,0.0,0.06916426512968299,0.09547738693467338,0.008371126608943876,0.006074196403504515,0.0,1.0
C11850,0.07326954716972395,1.0,0.0,0.014324000000000002,0.0,0.0,0.833333,0.0,0.0,0.037463976945244955,0.035175879396984924,0.009509886463225866,0.022195173989820804,0.0,1.0
C16485,0.0852850794432719,1.0,0.0,0.0,0.005871692076345085,0.0,0.0,0.05555533333333333,0.008130081300813009,0.0,0.04522613065326633,0.009994951890539503,0.01421748136715359,0.0,1.0
C18596,0.023984845527239628,1.0,0.0,0.11626666666666667,0.0,0.0,1.0,0.0,0.0,0.034582132564841495,0.06197654941373535,0.043104697382020725,0.005270777778257209,0.083333,1.0
C15199,0.05345022364993984,1.0,0.0004906620871538533,0.0,0.007500355854116844,0.083333,0.0,0.22222199999999998,0.04065040650406505,0.002881844380403458,0.06197654941373535,0.005486140261809567,0.006511004670528003,0.0,1.0
C17913,0.08111968500491348,1.0,0.0,0.035552,0.0,0.0,1.0,0.0,0.0,0.05763688760806916,0.028475711892797323,0.009256150942348938,0.21815702878166482,0.0,1.0
C10175,0.021431675900527813,1.0,0.03418688092244472,0.025862222222222224,0.0,0.416667,0.333333,0.0,0.0,0.04899135446685879,0.1289782244556114,0.035389584532844784,0.0039221757811590515,0.0,1.0
C14756,0.006599299716187891,1.0,0.02536796589898494,0.018983111111111114,0.0,1.0,0.916667,0.0,0.0,0.09510086455331411,0.2462311557788945,0.026318101001216457,0.004539390344895746,0.833333,1.0
C16134,0.36935083517969924,1.0,0.0,0.0,0.1565157639782987,0.0,0.0,0.11111133333333334,0.04878048780487805,0.0,0.22948073701842547,0.08991802719233406,1.0,0.0,1.0
C17175,0.003167849177509746,0.727273,0.0,0.017732444444444447,0.0,0.0,0.333333,0.0,0.0,0.017291066282420747,0.07872696817420437,0.008918264037930928,0.006208799171347656,0.571429,1.0
C15313,0.12281158493609516,1.0,0.04451335520868472,0.074916,0.0,0.666667,1.0,0.0,0.0,0.3717579250720461,0.19597989949748745,0.03193178240676753,0.012610241672644408,0.0,1.0
C17042,0.004451162156774539,0.181818,0.0,0.0,0.03456427637462343,0.0,0.0,0.05555533333333333,0.016260162601626018,0.0,0.028475711892797323,0.05891833497434212,0.0010001071321402084,0.0,1.0
C14558,0.10146462215313728,1.0,0.011775890091692477,0.011388444444444446,0.0,0.166667,0.916667,0.0,0.0,0.05763688760806916,0.22948073701842547,0.04469531373737016,0.01215548422898266,0.083333,1.0
C17867,0.04402143516552865,1.0,0.08238829770922138,0.0,0.0,1.0,0.0,0.0,0.0,0.3659942363112392,0.1289782244556114,0.04673744723068367,0.004756600705039497,0.0,1.0
C17300,0.0033466965744646197,1.0,0.0,0.0,0.00789496994021199,0.0,0.0,0.11111133333333334,0.032520325203252036,0.0,0.09547738693467338,0.005460717129152982,0.003779815363057265,0.25,1.0
C11360,0.18442896685115479,1.0,0.0,0.0,0.09038692268527038,0.0,0.0,0.5,0.2520325203252033,0.0,0.11222780569514239,0.017322098463959434,0.01723141006754144,0.0,1.0
C18408,0.047387486731932264,0.875,0.0,0.0,0.036940203514579044,0.0,0.0,0.08333333333333333,0.008130081300813009,0.0,0.07872696817420437,0.002481436832331632,0.004902323158642317,0.0,0.33333333333333326
C16465,0.2586630514524961,1.0,0.17938581373240514,0.0,0.0,0.5,0.0,0.0,0.0,0.03170028818443804,0.21943048576214408,0.05467595309302484,0.045989321292058155,0.0,1.0
C10372,0.036916556792926394,1.0,0.014812352418044097,0.01688888888888889,0.0,0.416667,0.25,0.0,0.0,0.04322766570605187,0.07537688442211056,0.007677440311359222,0.005147758412266072,0.0,1.0
C11553,0.03880304866222872,1.0,0.019626483486154127,0.025057333333333334,0.0,0.083333,0.666667,0.0,0.0,0.04610951008645533,0.19597989949748745,0.04796745830029684,0.005140989607017339,0.0,1.0
C10562,0.0041729643763143,0.454545,0.01800999724002576,0.0,0.0,0.333333,0.0,0.0,0.0,0.017291066282420747,0.16247906197654943,0.030308803728960974,0.0024052582839324435,0.5,1.0
C17779,0.0007159440227415221,0.272727,0.0018645159311846422,0.0,0.0,0.083333,0.0,0.0,0.0,0.002881844380403458,0.1289782244556114,0.00881899623922986,0.0019859286746591186,0.0,1.0
C14896,0.0023251597983101908,0.818182,0.0020607807660461834,0.007555555555555556,0.0,0.166667,0.5,0.0,0.0,0.034582132564841495,0.09547738693467338,0.004890958674044583,0.004351055577376327,0.5,1.0
C18482,0.00642100871675654,1.0,0.0,0.03481066666666667,0.0,0.0,1.0,0.0,0.0,0.034582132564841495,0.08542713567839197,0.014478380448532686,0.004721999081926258,0.666667,1.0
C17733,6.732557229727887e-05,0.272727,0.0,0.015280888888888889,0.006447030294958386,0.0,0.833333,0.05555533333333333,0.008130081300813009,0.02881844380403458,0.1289782244556114,0.0033495795025187134,0.00022947075746441938,0.0,1.0
C15907,5.4762776140905094e-05,0.363636,0.0,0.021866666666666666,0.0,0.0,1.0,0.0,0.0,0.06916426512968299,0.2462311557788945,0.00888490978864779,0.0004589075713237397,0.0,1.0
C18991,6.004708066324339e-05,0.272727,0.0,0.0,0.012559839328995435,0.0,0.0,0.05555533333333333,0.008130081300813009,0.0,0.01172529313232831,0.02596036877814214,3.992171435803114e-05,1.0,1.0
C18534,0.025780493173236368,1.0,0.020441963875003834,0.14013333333333333,0.0,0.166667,1.0,0.0,0.0,0.06340057636887608,0.04522613065326633,0.061118501799273875,0.004758084488628526,0.666667,1.0
C15150,0.0025176374013089354,0.727273,0.0032705081419240087,0.012444444444444445,0.0,0.083333,0.416667,0.0,0.0,0.023054755043227664,0.19597989949748745,0.00938339095136432,0.0024972593642951365,0.625,1.0
C18750,0.0007205319103900078,0.181818,0.001981048176883682,0.0,0.0,0.083333,0.0,0.0,0.0,0.002881844380403458,0.06197654941373535,0.0,0.001933763053895681,0.0,1.0
C15879,0.23806844207788777,1.0,0.00039056702137446717,0.0,0.08313249095480835,0.083333,0.0,0.22222199999999998,0.07317073170731708,0.002881844380403458,0.17922948073701844,0.020350028501216925,0.02650106653327774,0.0,1.0
C13086,0.014313306482593864,1.0,0.022116593578459933,0.012294222222222224,0.0,0.25,1.0,0.0,0.0,0.08069164265129683,0.19597989949748745,0.02165532997534952,0.004159182065871277,0.0,1.0
C11474,0.006928789841366141,1.0,0.0,0.0,0.005804773233487956,0.0,0.0,0.05555533333333333,0.008130081300813009,0.0,0.19597989949748745,0.010901471060605038,0.0048769394176286385,0.0,1.0
C15037,0.019773894017710056,1.0,0.019945904504891285,0.03084,0.0,1.0,0.583333,0.0,0.0,0.09510086455331411,0.07872696817420437,0.03089969636487382,0.003918817921167145,0.0,1.0
C16616,0.05189185881774695,1.0,0.02974099175074366,0.0616408888888889,0.0,0.333333,0.916667,0.0,0.0,0.0547550432276657,0.09547738693467338,0.03747325947684981,0.004585950016244568,0.0,1.0
C10859,0.013970151499189115,1.0,0.01694182587629182,0.03587777777777778,0.0,0.333333,0.833333,0.0,0.0,0.0893371757925072,0.11222780569514239,0.006758387320161372,0.004314980844026041,0.090909,1.0
C14453,0.00018432158317174707,0.333333,0.0,0.0,0.010100788965997053,0.0,0.0,0.074074,0.008130081300813009,0.0,0.035175879396984924,0.024312754976967218,3.0845095831314415e-05,0.0,0.5
C16407,0.03909132096680754,1.0,0.0,0.0016719999999999999,0.0,0.0,0.25,0.0,0.0,0.008645533141210374,0.04522613065326633,0.03335507122282238,0.11465332392571016,0.083333,1.0
C13091,0.001691879937178966,0.090909,0.0,0.0,0.04603843635445332,0.0,0.0,0.05555533333333333,0.008130081300813009,0.0,0.36348408710217756,0.27950185465553784,0.0010920572853662948,0.0,1.0
C11697,0.10106981358367706,1.0,0.0,0.0,0.0035666188807336524,0.0,0.0,0.22222199999999998,0.032520325203252036,0.0,0.05527638190954774,0.007693038021591487,0.016826149906647273,0.0,1.0
C17505,0.13063872942283247,1.0,0.020508693918856756,0.009255111111111112,0.0,0.7,0.7,0.0,0.0,0.07492795389048991,0.19597989949748745,0.01178802539658217,0.009911541907863761,0.0,0.6666666666666665
C11784,0.0003232523029863573,0.181818,0.0017067680701646783,0.0,0.0,0.083333,0.0,0.0,0.0,0.005763688760806916,0.1289782244556114,0.008119360076223133,0.0019571032585180685,0.0,1.0
