CUST_ID,TSNE1,TSNE2,TSNE3
C13436,-1.7364587,13.158287,-1.068314
C13243,7.5613484,9.359459,0.30150023
C12558,-1.6569844,-9.171467,-1.3591254
C11439,1.2318039,5.2759395,3.8129508
C13474,-1.3558466,-8.411889,-4.036319
C10745,-0.11821522,3.9501593,0.005318603
C15415,2.975123,-14.360847,7.338622
C13096,8.152563,-4.070872,8.407061
C17587,-2.258278,13.194867,5.542447
C16000,0.26869825,3.2291024,3.8254335
C12721,-2.1529105,2.6941383,10.705569
C13955,1.7358687,-10.68412,0.20459448
C15412,-9.611002,5.5636783,-1.2110428
C16909,-9.3494835,-4.5837655,2.0414307
C10112,7.531443,11.301935,-6.134969
C11415,8.596788,-8.305542,-8.041272
C15411,9.450684,-9.75609,-7.832198
C13124,3.4255712,10.972409,1.3620225
C18955,-7.251972,0.18625167,-12.354941
C18078,-8.687287,-4.347166,-5.403254
C10278,11.705343,-0.78076917,6.853263
C11977,8.075773,-3.4141471,2.0710864
C10648,-2.7628124,-14.175346,3.8011663
C19187,-2.13954,-3.5911865,-12.994259
C14241,2.6977067,9.240709,1.4431862
C16992,-3.5195625,-9.784059,10.179379
C14591,2.5272965,-8.489487,4.8748503
C18193,-4.306362,-12.168024,0.1687615
C16682,-5.1309376,-3.146166,8.261258
C13410,0.06698389,-3.9662557,4.1069713
C13359,7.3233657,8.298361,1.651452
C18998,-6.285147,-7.285258,1.953593
C11743,4.9471292,8.275107,1.1993082
C10248,-1.5501888,-4.8881,9.830208
C10137,10.664076,2.972469,1.6791731
C10791,7.4885354,10.3997,-3.562183
C18195,-2.604238,2.1074324,10.988201
C17772,3.2438173,-12.18283,7.286957
C16110,9.468001,4.0338507,0.099739276
C18582,-2.6341186,0.8945929,-11.273416
C14097,-8.29798,-0.30167067,2.1289554
C10887,10.713366,5.0941105,-0.59943837
C16414,2.9204311,15.480537,-4.79544
C14265,-2.9435616,-0.62210107,10.407377
C17176,-11.410617,1.9659332,-1.287196
C18746,-0.5334323,-2.3078485,-13.710518
C14577,-3.848219,15.656218,2.7779994
C11162,-5.305951,-0.7690373,1.0433791
C18561,-5.851789,-4.7808394,8.684897
C15515,0.76194,8.409555,-5.607959
C12608,6.802764,-8.321578,-7.5736027
C14951,-0.4139954,-6.2093086,4.1862144
C13279,-13.670489,2.8356154,-5.189086
C17075,-9.133487,0.24751258,-10.789241
C17120,-11.018703,-0.2325207,-3.1065104
C15578,-0.9061954,-9.493093,-4.1841483
C17836,-2.7916605,-10.66592,-5.189047
C14913,-3.88831,-6.4761524,9.786275
C13679,5.387514,-2.3772244,1.0216932
C13650,10.954024,-2.6581047,9.572502
C11106,-2.173303,-13.289312,-5.626569
C12138,7.9838557,3.0826097,-2.331762
C18737,-2.9581327,6.8823986,-14.860969
C16903,-3.028488,-11.144706,-6.063591
C17429,8.663226,9.94693,-6.995375
C11863,1.1113329,-13.346084,8.061339
C10532,11.85019,-2.3615365,1.3753498
C13888,-0.2851335,15.639268,-1.3756608
C15400,-6.241248,1.0529848,-13.644777
C16167,1.9505391,10.822601,-5.705746
C11307,9.895863,-7.9212265,-8.263416
C18900,-0.94724613,4.057722,-15.018181
C14832,-4.206544,11.112101,-0.21983054
C15300,1.0905836,6.928078,14.98666
C18067,4.677519,1.873336,9.576493
C10542,-1.3462096,-6.9972143,-2.8711283
C17299,-10.676988,-5.149595,0.09505
C15708,-2.1482823,15.767939,2.7886777
C15774,-2.4252272,11.0861435,5.769331
C13891,6.147543,-11.777072,-2.593913
C11853,-10.983446,-3.6717541,-4.898262
C10332,9.528921,7.6354547,-2.2246635
C14052,-0.09580053,15.142044,5.059117
C13338,-5.4619846,-7.135031,7.6870384
C12850,0.6143261,13.3129015,1.4068854
C11373,1.9402137,14.030137,-0.46088067
C12282,-1.8447254,1.4545715,2.1022944
C18192,-3.6889572,-13.658544,5.043625
C17482,-8.665324,-4.2377663,-5.515665
C14250,-6.270919,-0.21660212,-13.582877
C16499,3.8995814,13.06363,-6.3465533
C16060,0.8878529,-7.2097297,3.2592156
C18201,-0.38955134,4.9092264,-15.099045
C18723,-1.5285869,-13.271111,-2.5988872
C13718,2.019942,4.854757,3.677669
C12417,1.1647524,6.970606,-14.377105
C11539,2.1858916,-0.24399687,9.815698
C11448,-6.9081383,9.078991,1.212974
C16595,6.7342286,9.232122,-1.1953008
C10084,-4.345982,-4.586438,4.0659266
C14494,11.6327305,-4.135584,1.7203885
C15147,-0.65089744,0.014583672,5.1451325
C17626,0.7827563,6.5854416,14.801452
C13534,-0.32423058,-9.36118,6.8590803
C15865,5.8819666,-5.8378925,-9.478635
C15126,-8.338803,-0.9534773,-12.42216
C16443,-4.71909,-10.806075,-4.485672
C13174,-7.874041,-8.287044,-4.1854486
C12205,10.188185,-2.877609,5.944139
C10792,-10.95983,3.712654,-4.4317284
C17647,6.433722,-5.480812,-11.4977865
C15181,9.158504,-9.360629,-5.411792
C12362,8.871754,-4.040754,6.0549903
C17145,5.407718,9.561159,-9.048226
C12948,-1.4624857,-0.07000314,9.556112
C12194,-4.148345,0.6911493,10.258769
C17565,-11.242997,-1.8134191,-2.8489392
C18901,-4.5689783,-12.4382515,3.3737402
C15728,7.8440685,2.9240823,-2.8083208
C17225,-5.4585314,9.361525,8.038809
C15663,5.429769,-8.537255,-7.40874
C12582,-3.5505667,-13.418366,0.17651038
C17490,-2.3103323,2.6636522,7.761728
C13007,-3.1874695,8.479716,-0.57971567
C16005,8.58794,10.242829,-2.5185416
C10326,-3.272354,15.535741,-1.3532641
C17235,-8.833185,-2.3839383,-11.801558
C18151,0.25200376,13.577489,-1.7861236
C15952,-7.126903,0.7596618,1.5378416
C12530,-9.355154,1.5108215,2.5762198
C13325,-7.2844124,-13.312495,4.5205607
C17877,5.739454,1.0251843,5.290543
C13923,-8.058783,-10.323352,0.0998252
C16449,-2.659642,5.247552,-14.581952
C18458,5.38174,9.250369,-9.1393175
C12978,4.011673,5.8477,-7.822754
C13797,-4.305017,-6.9529285,-2.0955997
C16106,-1.8604331,-11.733894,3.0545435
C11704,10.001873,-7.669004,-0.30570328
C12319,5.637137,8.10255,-2.685903
C17338,-4.374118,9.931442,7.1827216
C17265,3.2560656,8.300798,0.28240392
C13442,8.89735,7.913473,-3.3849695
C14500,-1.2731687,11.090198,0.8830193
C10111,-1.5961313,-11.243135,3.8887477
C19159,-4.3555555,-5.0214405,-13.195633
C18107,-15.580249,-6.0537715,2.219764
C10534,8.172822,-12.788588,-1.1603146
C18037,4.4546475,1.3754569,7.28673
C12373,3.598335,11.11936,0.07725244
C11165,12.82688,-5.8809056,5.1591525
C18989,-14.954843,-5.677493,2.4904568
C10297,-0.49331278,7.961681,6.564843
C18837,-4.7657022,-12.48934,3.2034392
C19149,-3.4376805,-7.3761086,-12.5212555
C14020,9.891589,-7.221455,-8.355769
C12668,-2.5336251,0.5968775,1.7191676
C15153,0.24426469,0.28130803,12.113431
C15371,-9.922248,0.31802654,-4.131112
C16990,-2.978852,8.624447,7.666453
C13946,-2.6646724,-10.162092,-3.9840097
C15534,1.3659089,8.532016,-3.127582
C13377,4.6875443,13.14961,-6.6583843
C10578,3.4583218,8.68432,-7.5486627
C14109,9.8488865,-9.440892,-2.7204752
C11239,6.4149003,8.196983,-8.386048
C13056,-1.5493752,15.645668,-1.0746446
C11227,8.158232,-7.648729,-8.82176
C17009,-3.3265297,-12.594116,5.486277
C11787,8.313672,-4.8341403,-10.119766
C13644,12.9800005,-6.81855,2.5484025
C11703,7.0879946,-9.16593,-6.1749988
C11340,-11.38274,1.2240719,-3.4560611
C14079,-0.68842494,5.0514016,3.993541
C16129,7.831555,0.11743628,8.80273
C14870,-0.50417113,10.664801,1.2318621
C12557,-6.507719,5.416652,-2.083911
C16398,-10.50976,-8.899858,-7.584926
C11680,1.1183916,7.8146076,-15.471326
C11746,-9.664248,-1.3627111,-10.198314
C11560,-10.008564,2.1223562,0.45150667
C16759,-3.6116257,-12.284648,-2.8466067
C10910,-1.0312831,4.0226164,-15.063885
C12515,9.396389,7.8560715,-4.760486
C18779,0.15240587,-1.6154917,-14.136774
C18810,-3.7912838,-12.638446,-3.1692293
C18828,-11.5509,-4.069201,-3.7259002
C18605,-3.5293782,-12.475884,0.20192619
C15329,-7.0370526,8.428865,-0.91048074
C16791,-3.9408917,-10.41585,7.906671
C11419,14.223177,-5.9829683,3.0965345
C19121,-3.46523,5.2039423,-14.103202
C14710,10.58875,4.794638,-0.6588082
C19050,-3.0532308,-8.778336,-9.827578
C10757,-3.7594986,0.74206173,10.378162
C10940,1.2459948,-0.88147193,5.8063984
C17424,-0.99975115,-8.812134,1.4862258
C16537,-6.535651,-9.50041,-5.590514
C17064,2.9323068,-1.6112255,-0.2659636
C16793,0.95378596,-13.587938,5.4278226
C10591,5.3955617,6.886502,17.894035
C18866,-8.426755,-9.614877,-5.912531
C12674,4.93643,12.537738,-2.4302702
C16670,2.3695102,6.7847276,4.5182776
C12153,-7.0902643,7.3979907,-2.9869463
C11670,9.976965,-8.589703,-2.31628
C18281,-4.2055483,-7.382713,-13.077482
C15502,-4.810088,-12.454839,3.2089596
C12796,9.200621,3.3998277,2.7549093
C14823,-5.7686524,-5.3837547,8.541177
C12687,-2.2504797,-0.97433174,4.4279184
C13089,4.059358,-3.571077,3.1285875
C18645,-0.11605969,15.521993,4.9552045
C15919,-2.2797163,2.3218803,11.048425
C10230,11.822439,-0.9757915,6.339909
C16550,0.557624,-8.695668,2.8284576
C15647,2.7603498,9.359547,1.3914264
C14903,-2.3330617,5.5677385,4.79428
C12907,-1.2264807,4.8934903,-14.516148
C11621,-1.1685199,-7.8196416,1.7059472
C17532,7.751675,-0.06500164,8.890978
C14727,0.7997036,-4.314794,4.0728116
C14402,11.179486,-3.1373909,2.1391814
C14422,-2.2278473,2.5469086,10.768408
C14781,-1.1414281,-7.0088778,2.2491386
C10610,-10.627148,2.1813476,-0.28696844
C10606,7.4196057,8.41256,2.4064636
C10124,0.8125293,13.75719,0.6991359
C14264,3.75026,8.883577,-2.3288789
C17050,-9.009351,2.4405017,2.4629173
C12322,-1.3727993,-0.78138435,2.9681835
C12605,2.6286397,6.6862974,-13.950222
C14055,9.409919,10.142843,-6.8776717
C16930,2.3409579,9.565578,-2.2345295
C11696,-1.307413,-11.471696,-5.854161
C11073,3.5007086,-8.131555,4.765898
C17753,-1.1459445,-5.9075336,7.694388
C17801,-2.732761,-10.297206,-3.5406492
C16501,1.7729831,7.590101,-5.0137877
C16557,10.309144,4.635463,-0.76529396
C15856,-6.854537,-5.4169726,-2.3320308
C14962,7.3636537,-9.60196,-5.6216187
C12216,-0.9497467,4.882171,3.8033788
C10617,1.2618523,0.8032579,6.8438296
C11602,-1.7551397,-5.3058915,9.340676
C15039,8.029969,-1.6287223,10.265271
C11520,-9.19001,-8.852701,-10.119309
C13878,5.152729,6.8323307,-8.488235
C14910,-2.7546394,12.577619,5.3182273
C15156,-4.948878,8.4110775,4.8925185
C12559,11.073431,7.664916,1.1804179
C16601,2.9168253,-9.739212e-05,-2.0252345
C13213,10.483203,-12.129135,-0.7642116
C19157,-4.0259337,-4.7415867,-13.238459
C16640,-12.686651,2.6715066,-1.9089026
C14218,14.450153,-2.2959354,-0.71629477
C17803,1.4160085,-9.587548,6.5217314
C16158,3.8020632,12.653556,-6.5530095
C17617,-5.941386,0.5428178,-13.440701
C12648,8.593892,-0.4113462,-3.7826755
C15549,-12.900699,-0.18486638,-1.4733489
C12510,1.0334268,-13.574974,6.74404
C11611,4.8322206,-8.792441,-0.23963374
C14050,12.5780325,-4.801692,-1.7465758
C15138,1.5247868,-4.3346214,8.672543
C10315,9.705964,10.678806,-1.3622311
C13204,-8.719374,7.9491367,-2.7571988
C11418,-6.1163645,5.445865,-9.206347
C18638,-10.5036125,1.3394578,-9.939335
C16148,2.4664414,10.896804,-5.504015
C17872,2.3053527,-1.0766015,-2.2351706
C13249,9.416999,3.2598398,-1.1552012
C10329,-4.7134395,-12.499114,3.2546313
C18179,6.022648,9.2558775,-0.18036853
C10015,-0.04151444,7.8434095,6.595005
C15539,-2.5886896,2.4364104,9.802416
C10080,12.068029,-1.7476822,7.5399055
C18922,-3.8375826,10.167459,-2.9296317
C14520,9.047517,-5.037398,0.7615878
C12991,-0.8759118,-0.5731352,3.7861636
C15867,-1.7361916,-9.092045,-1.4775938
C16970,2.3239822,5.8274245,16.68209
C11533,7.950222,-0.38719347,9.3428755
C17118,5.7472467,-9.559334,1.8788041
C17045,5.782908,-12.337349,-1.5885478
C16041,-10.152682,-3.8978994,1.8204579
C13384,-1.3649733,15.649695,2.2285604
C10093,2.0547547,7.3968596,5.437829
C11297,-9.2519045,0.39132947,-5.807905
C15012,3.2726197,6.2751637,-9.8682575
C18449,-8.458438,-4.606563,2.2740524
C14596,1.1896029,-11.369461,7.5130115
C12589,11.538262,-11.14223,1.1185305
C12392,-6.412908,9.6668625,7.7574773
C15073,0.5700398,7.55294,-3.9409795
C18653,-12.910567,2.272609,-1.6123306
C11113,1.8698816,-2.0809057,7.894085
C12657,-0.04954782,-11.312057,-1.483632
C12884,-12.793613,3.4007816,-4.183769
C13451,-4.1914043,9.841751,7.7086353
C17940,-4.11612,7.9095335,4.4362135
C14114,3.1775978,7.495969,4.6455293
C12372,3.062435,-9.368685,2.541456
C11777,11.863168,0.41060615,5.159003
C18254,4.084515,3.2776053,-4.6475453
C11087,-8.592777,-9.038738,-6.062458
C12212,1.5650349,2.886239,2.3139231
C15839,5.598653,-1.7081774,11.474532
C13354,-10.135711,-5.6542273,-9.05325
C14976,-9.339754,-9.293414,2.1995149
C19189,-1.935565,2.6621635,-15.049018
C13793,10.086555,1.0751679,5.5483103
C12643,-12.175142,-7.0932436,-7.3048205
C10098,-1.1832554,2.2030232,9.699639
C11270,8.949937,-8.041955,-7.882662
C16009,-6.0947604,5.4436584,-9.215092
C16746,-2.8764682,12.24092,4.822026
C12889,1.1588094,8.557285,5.736876
C16080,-1.418172,4.769386,-15.0943575
C14059,10.103987,-9.717996,-3.1685998
C13494,3.4579287,9.271845,-2.0198786
C12830,3.173388,-2.9235532,4.809442
C17952,5.802229,-9.719333,-6.293769
C18364,-6.551973,-9.704811,1.3483716
C11028,5.6542463,-1.243193,-3.4270704
C11854,9.616783,6.963377,2.0791595
C16935,13.360513,-6.0246563,2.7669346
C14369,-9.950928,6.733086,-1.7054332
C11669,10.137908,-8.120818,-5.509941
C14828,1.8881238,4.266928,-13.692446
C13789,-5.9290705,0.83600175,3.061045
C11196,-5.0658865,-8.252228,-2.875163
C11395,9.721864,-2.4323957,-0.91989404
C10735,14.208701,-4.847526,-0.7831518
C17310,3.038167,-1.2532165,-2.7776723
C18276,-6.8193936,-8.448757,-1.3902807
C10038,7.50342,-2.011758,0.050206546
C18762,-8.515238,-7.8462543,-3.6040182
C10679,-12.731097,-6.050205,-7.651366
C10020,3.2824566,6.2997746,17.234457
C16594,-2.3339908,-5.1576414,6.84467
C14749,-5.3322473,8.354136,4.752976
C11757,1.5176003,8.4142475,0.6031239
C15617,-8.598987,2.220889,-1.867521
C13047,3.3297634,9.836037,1.9626418
C16121,-1.486757,-11.124609,3.5151765
C18003,3.4576836,2.0598686,-4.3905597
C13461,0.19093163,14.817611,0.32606396
C15483,8.186149,-0.64518917,9.267399
C14822,-4.3108406,8.733107,7.1745434
C11515,3.0540013,1.7278528,-1.5685028
C17336,-10.379713,-5.7378187,0.5608743
C11529,6.521887,-8.010125,-2.813202
C15140,4.6543436,1.4205488,10.409426
C10703,4.540211,7.712311,3.86515
C11622,12.492154,-4.750787,-2.0415213
C11775,4.4479795,14.768993,-4.7054205
C18740,-2.4469774,-6.630968,-9.222087
C15171,-5.345336,-2.894184,8.361495
C18525,-4.159721,0.9779592,10.075445
C12321,9.454852,-9.037496,-8.1165285
C10673,12.776702,-1.3559346,2.3730328
C14229,-2.9635246,13.115915,1.521425
C12141,0.3199639,9.532423,-5.348772
C13875,9.147083,-5.3904715,3.608908
C10357,10.541017,-1.1263635,7.857745
C11241,5.329305,-5.097455,6.0157795
C12960,-6.6921887,-0.16651724,2.8351445
C11092,8.668545,-0.4838482,10.954721
C17832,-4.4447026,13.036633,-0.06576842
C13221,2.2006915,3.383573,9.649418
C17677,3.2694378,12.23575,-6.639133
C15726,-2.7073612,-10.234648,-3.2326362
C15425,-6.1683,5.0906568,-0.7811455
C11053,2.5016882,-2.5818126,7.7320056
C14257,3.6577287,-7.8269696,5.964449
C17714,3.7982147,-13.22308,0.7121658
C12954,11.2291565,-2.845615,-1.017225
C16881,8.468591,-7.486838,1.4651577
C17445,-3.3867998,6.9282513,-14.791211
C12224,9.185701,-5.238707,3.2203445
C13185,0.7477622,5.169654,-14.650581
C10695,7.612669,-9.470445,-5.288111
C14644,2.3113534,-4.333452,4.8582654
C15256,8.645794,-12.060322,1.7583625
C19137,-0.9540212,-3.1367533,-12.969435
C16789,-4.0894628,8.491657,4.474134
C11069,-9.204361,0.035736453,-5.877883
C11188,6.2467794,7.342411,0.093911275
C11036,-7.231801,1.1325487,2.5883558
C13085,-3.4808254,-7.696249,9.680045
C15310,2.809696,-2.0458312,-0.23830584
C16354,6.704023,2.0548384,5.189642
C10344,7.670612,-7.6014233,-4.6084957
C13458,-6.221817,-2.2169797,-10.519051
C18433,-10.340959,-7.371022,-8.119234
C16730,-6.6399617,6.7038283,-2.8619442
C19091,-3.8727605,-8.261138,-10.663562
C14101,1.4965054,6.8129344,-11.824066
C18134,-13.968273,2.0368009,-5.6218057
C17615,-8.1010475,-0.017784767,-12.855834
C14852,-2.4162965,3.979543,-14.76381
C11959,-0.28927952,1.0341159,4.5026503
C11420,2.934083,-6.644566,1.6061112
C16580,-1.7761889,9.682499,-3.5569782
C17309,1.7416279,1.5985686,9.735961
C11677,3.868573,-7.631138,2.382842
C15374,-4.766908,3.4234111,-9.520171
C15652,-3.1827803,12.4019985,-2.9502904
C17811,-11.531413,-4.025609,-3.7540052
C14899,-8.401233,7.501183,-0.36813152
C14045,-1.2866938,10.916145,2.5680454
C14638,-0.84813493,15.575494,0.07266701
C12055,-1.8186617,13.183486,5.550482
C10024,8.74794,-0.18148579,-4.46292
C18739,-2.4989767,13.330053,-4.0201287
C15976,-12.153455,6.130398,-2.3663123
C14328,8.653122,3.3592217,-2.2541273
C13868,5.3036523,-8.31313,-7.6319647
C13120,-1.9989567,1.9479932,3.1922717
C18578,2.889006,-9.70617,-1.2021655
C18341,-4.67591,9.242374,7.9816356
C13694,6.5898523,12.924703,-7.23262
C16667,-7.4956465,-10.290415,-0.37748557
C17152,4.735833,0.88638014,-4.7252364
C14729,-4.8670254,-6.237515,9.130379
C10649,13.130667,-6.8047857,0.9928074
C16704,0.56929374,13.209423,1.2474374
C12529,-4.039181,3.460681,-13.009343
C19115,-1.3552972,-2.2728252,-13.301647
C17184,5.2888446,2.139497,-1.3622899
C12685,-2.608148,-10.40512,7.170947
C12875,2.2518606,10.247765,6.1425657
C10518,0.71758664,13.0079565,2.2116644
C16967,-4.2958016,-12.16672,0.16429462
C14436,7.401043,8.33358,-0.93927777
C17718,-7.753356,-6.627937,-2.5697606
C10034,7.8188076,-1.4919683,10.375755
C18913,-5.667524,9.431697,8.107706
C10052,7.5722,9.928912,-8.367215
C19033,-10.10376,-9.385084,-9.386778
C12834,6.527239,6.7087107,-0.5273108
C17947,-4.972605,-2.050583,4.2872577
C13823,-2.6006262,-8.611255,-8.241115
C15152,0.24522421,8.596435,1.4562228
C10522,0.38156933,-11.434402,5.8144937
C11786,10.764256,-7.879206,-1.507734
C16279,-1.6326817,-11.111433,-6.230027
C15457,-4.111602,2.0410686,5.560211
C13217,2.831616,10.321819,-2.5986042
C12655,6.3408465,-5.104826,-10.917761
C17516,7.227293,-2.732352,4.061668
C18312,-11.670311,-2.8412793,-3.975799
C14267,3.3438213,-0.87499636,9.667692
C10254,-11.18579,-2.213532,-2.5480642
C10155,0.44291863,-6.7742147,0.5800676
C11828,2.0053723,5.087611,16.822565
C10191,-9.100455,-9.40982,2.6749606
C11452,6.0991526,-8.066495,-2.1026251
C11567,4.415323,3.8266604,6.9818625
C11122,7.7762227,-9.888381,1.9076196
C15338,-2.904557,11.647312,-4.000402
C16874,0.35710904,-10.521818,2.3223748
C18813,-0.1677831,-1.3937833,-14.427806
C18036,-10.294116,-4.21923,-1.7017676
C12520,8.88735,9.18006,-6.7694535
C13991,-5.210058,-6.6585927,8.890082
C10574,14.45156,-9.021895,-2.3525724
C15186,7.5959897,-6.06034,4.259859
C16039,-11.105137,0.14560468,-2.6833694
C10018,-10.581639,-3.6795242,-1.477108
C11672,13.547832,-3.3263292,1.155086
C17638,-15.650711,2.1931682,-5.55391
C14152,-0.70814115,8.86213,2.8503253
C11659,-6.069267,-9.727384,-5.7726097
C16187,-4.420301,8.264925,6.2183137
C11716,-2.844349,7.6009355,8.456601
C14612,-0.17052108,-1.8585352,-13.967123
C18855,-10.570448,-3.2071824,-1.2268958
C11650,-2.2924564,-12.782276,7.6531763
C12596,10.052612,-1.0831043,2.5651274
C12316,-2.9787505,9.744329,-2.936978
C19100,-4.1613007,-2.5852575,-12.062346
C16628,8.555092,4.5056,-4.0911636
