CUST_ID,MINMAX_STANDARD_STANDARD_STANDARD_STANDARD_BALANCE,MINMAX_STANDARD_STANDARD_STANDARD_STANDARD_BALANCE_FREQUENCY,MINMAX_STANDARD_STANDARD_STANDARD_STANDARD_ONEOFF_PURCHASES,MINMAX_STANDARD_STANDARD_STANDARD_STANDARD_INSTALLMENTS_PURCHASES,MINMAX_STANDARD_STANDARD_STANDARD_STANDARD_CASH_ADVANCE,MINMAX_STANDARD_STANDARD_STANDARD_STANDARD_ONEOFF_PURCHASES_FREQUENCY,MINMAX_STANDARD_STANDARD_STANDARD_STANDARD_PURCHASES_INSTALLMENTS_FREQUENCY,MINMAX_STANDARD_STANDARD_STANDARD_STANDARD_CASH_ADVANCE_FREQUENCY,MINMAX_STANDARD_STANDARD_STANDARD_STANDARD_CASH_ADVANCE_TRX,MINMAX_STANDARD_STANDARD_STANDARD_STANDARD_PURCHASES_TRX,MINMAX_STANDARD_STANDARD_STANDARD_STANDARD_KNN_IMPUTED_CREDIT_LIMIT,MINMAX_STANDARD_STANDARD_STANDARD_STANDARD_PAYMENTS,MINMAX_STANDARD_STANDARD_STANDARD_STANDARD_KNN_IMPUTED_MINIMUM_PAYMENTS,MINMAX_STANDARD_STANDARD_STANDARD_STANDARD_PRC_FULL_PAYMENT,MINMAX_STANDARD_STANDARD_STANDARD_STANDARD_TENURE
C16327,0.033577942763395346,0.9090909999999999,0.026280597381091102,0.006876888888888887,0.0,0.6666669999999998,0.16666699999999995,0.0,0.0,0.03746397694524496,0.04522613065326636,0.007889242594895596,0.006489001426395601,0.0,0.9999999999999999
C14255,0.07292481112682198,1.0,0.02753350302063846,0.0,0.05428383555224361,0.4166669999999999,0.0,0.27777799999999997,0.07317073170731707,0.02593659942363112,0.1289782244556114,0.06371119277139375,0.007472385151863574,0.0,0.9999999999999999
C12928,0.13623231602140443,0.545455,0.0,0.0,0.24547264345026548,0.0,0.0,0.22222199999999998,0.09756097560975611,0.0,0.22948073701842547,0.007842815738975661,0.011210441459257092,0.0,0.9999999999999999
C11840,0.06462108799665721,1.0,0.02460179704989418,0.001075999999999997,0.011954619844720453,0.24999999999999994,0.24999999999999997,0.055555333333333345,0.024390243902439036,0.023054755043227668,0.06867671691792297,0.023286809883235258,0.0052857489254866715,0.0,0.9999999999999999
C10220,0.15077540358024816,0.818182,0.0,0.0,0.0038934543554983644,0.0,0.0,0.055555333333333345,0.008130081300813014,0.0,0.24623115577889448,0.0895800853802159,0.015181717849816598,0.0,0.9999999999999999
C16574,0.07086891798421753,1.0,0.013836670857738658,0.0,0.0,0.166667,0.0,0.0,0.0,0.01729106628242075,0.1289782244556114,0.005501562602565024,0.006930458489468912,0.0,0.9999999999999999
C10100,0.06990436209187989,1.0,0.0,0.0,0.004591506717312455,0.0,0.0,0.055555333333333345,0.008130081300813014,0.0,0.035175879396984966,0.0029932809717416672,0.06817085398739081,0.0,0.9999999999999999
C18361,0.08654437465743596,1.0,0.0,0.012,0.027085014598337627,0.0,0.8333330000000001,0.16666666666666663,0.024390243902439036,0.02881844380403458,0.04522613065326636,0.025226581819747487,0.021164501098718327,0.0,0.9999999999999999
C13032,0.17471663771037266,1.0,0.0023470820939004537,0.0,0.010375822257718895,0.08333299999999999,0.0,0.055555333333333345,0.008130081300813014,0.0028818443804034533,0.17922948073701842,0.013389558565938604,0.020938082591510337,0.0,0.9999999999999999
C15804,0.15849956214820654,1.0,0.0,0.0,0.22979790809129377,0.0,0.0,0.16666666666666663,0.05691056910569106,0.0,0.09547738693467338,0.11877797467475329,0.019376111655749984,0.18181799999999995,0.9999999999999999
C16255,0.13764859132667828,1.0,0.030385476402220234,0.07692222222222223,0.0,0.7499999999999998,1.0,0.0,0.0,0.2622478386167147,0.31323283082077047,0.014061463698485974,0.015089247822246212,0.0,0.9999999999999999
C16639,0.01698465507823059,0.4545449999999999,0.0,0.0,0.03565439987216664,0.0,0.0,0.055555333333333345,0.016260162601626025,0.0,0.028475711892797365,0.004887764090817398,0.003565818714008847,0.0,0.9999999999999999
C17942,0.0002653717503784958,0.545455,0.0,0.004449777777777773,0.0,0.0,0.666667,0.0,0.0,0.02593659942363112,0.1289782244556114,0.0024345886559260926,0.0014309916418970524,0.29999999999999993,0.9999999999999999
C12359,0.3284856732774189,1.0,0.02222650188598238,0.06947999999999999,0.2223056374869567,0.5833329999999999,0.8333330000000001,0.44444466666666654,0.21951219512195122,0.09510086455331412,0.2629815745393635,0.024188123073851688,0.04729969418075952,0.0,0.9999999999999999
C10760,0.030231214173993853,1.0,0.06783795884571742,0.07140711111111112,0.0,0.9166669999999999,1.0,0.0,0.0,0.27953890489913547,0.6649916247906198,0.07103954236562376,0.004876155946677219,0.5833330000000001,0.9999999999999999
C14370,0.7725548911655441,1.0,0.0,0.0,0.12380742589541227,0.0,0.0,0.055555333333333345,0.04878048780487805,0.0,0.4639865996649915,0.05976930216103996,0.06911802361602687,0.0,0.9999999999999999
C16872,0.03338348820737927,1.0,0.002742801067190036,0.0,0.034749136075344605,0.08333299999999999,0.0,0.11111133333333331,0.024390243902439036,0.0028818443804034533,0.035175879396984966,0.0026697947896924396,0.004314523977645314,0.0,0.9999999999999999
C18440,0.0267108878399772,1.0,0.0006677911006163929,0.0,0.0,0.08333299999999999,0.0,0.0,0.0,0.0028818443804034533,0.01172529313232834,0.0031650659713671273,0.005182427711468256,0.0,0.9999999999999999
C16826,0.05967278465261577,1.0,0.0024533104357692646,0.0,0.001426423544252535,0.08333299999999999,0.0,0.11111133333333331,0.016260162601626025,0.0028818443804034533,0.028475711892797365,0.006273998056037931,0.013556526069887519,0.0,0.9999999999999999
C11358,0.06711003529202136,1.0,0.0008586586525192435,0.0,0.0007158403376924805,0.08333299999999999,0.0,0.055555333333333345,0.008130081300813014,0.00576368876080692,0.035175879396984966,0.006862858673303603,0.01158700524600858,0.0,0.9999999999999999
C11331,0.02431292116872244,1.0,0.10670281210708697,0.0,0.0,0.9166669999999999,0.0,0.0,0.0,0.04034582132564842,0.16247906197654938,0.0863826003254334,0.0038318776282408352,1.0,0.9999999999999999
C11830,0.07783063886803156,0.818182,0.0,0.019798222222222203,0.0,0.0,1.0,0.0,0.0,0.03746397694524496,0.08207705192629818,0.05670180636452112,0.011488087716271043,0.0,0.9999999999999999
C15999,0.02074900563952005,1.0,0.061061670091079136,0.016270666666666666,0.0,0.24999999999999994,0.583333,0.0,0.0,0.043227665706051875,0.19597989949748743,0.0552271914470287,0.0029485226809283366,0.375,0.9999999999999999
C18086,0.011193852666003229,1.0,0.0,0.007007555555555552,0.008182500881279819,0.0,0.9166670000000001,0.27777799999999997,0.04878048780487805,0.03170028818443804,0.028475711892797365,0.0027315327317351534,0.004919051772971998,0.0,0.9999999999999999
C16931,0.05809444519839348,1.0,0.0,0.0,0.024689029861233832,0.0,0.0,0.16666666666666663,0.024390243902439036,0.0,0.21273031825795646,0.04762928372684722,0.09226495304602791,0.0,0.9999999999999999
C15003,0.04059765637475887,1.0,0.011847036094329782,0.012099555555555558,0.0,0.7499999999999998,0.75,0.0,0.0,0.08357348703170028,0.21273031825795646,0.04503974808437069,0.005800176013177876,0.333333,0.9999999999999999
C16673,0.0034288554275215405,1.0,0.0,0.019551555555555537,0.0,0.0,1.0,0.0,0.0,0.07204610951008644,0.19597989949748743,0.008853115450368015,0.004039609465375377,1.0,0.9999999999999999
C16454,0.1746986930929322,1.0,0.04009788708638719,0.022825777777777764,0.014682187607877078,0.6666669999999998,0.583333,0.055555333333333345,0.008130081300813014,0.09221902017291067,0.1122278056951424,0.01818960396823853,0.017942615857814287,0.0,0.9999999999999999
C15956,0.36423362636455814,1.0,0.04184807875126498,0.07507377777777775,0.0,0.8333329999999997,0.9166670000000001,0.0,0.0,0.17002881844380405,0.39698492462311563,0.02696170623192911,0.032253165077538906,0.0,0.9999999999999999
C16753,0.0034763609326570466,1.0,0.0,0.03676444444444444,0.0,0.0,1.0,0.0,0.0,0.05763688760806915,0.028475711892797365,0.015746415938415886,0.004092758559285859,0.666667,0.9999999999999999
C11905,0.07831647019620204,1.0,0.025460455702413426,0.051499555555555555,0.0,0.33333299999999993,1.0,0.0,0.0,0.12680115273775217,0.028475711892797365,0.027799065003527936,0.08084656065269667,0.0,0.9999999999999999
C19124,0.05715511425506922,1.0,0.0,0.05076088888888888,0.04240500442216593,0.0,0.857143,0.19047599999999998,0.024390243902439036,0.04034582132564842,0.028475711892797365,0.018876050237029197,0.024959141958801827,0.0,0.16666666666666663
C16597,0.12017005573956901,1.0,0.0,0.0,0.10497587929921717,0.0,0.0,0.3333333333333333,0.04878048780487805,0.0,0.1289782244556114,0.030408544975960673,0.010807425657976912,0.0,0.9999999999999999
C16448,0.059216230554893216,1.0,0.21946505565948043,0.0,0.0,0.9166669999999999,0.0,0.0,0.0,0.06628242074927954,0.17922948073701842,0.1561042846046607,0.006137624287243791,1.0,0.9999999999999999
C15645,0.002457820067683067,1.0,0.010386580391916339,0.0,0.0,1.0,0.0,0.0,0.0,0.0345821325648415,0.22948073701842547,0.008486868748390653,0.0044085689228101285,0.08333300000000003,0.9999999999999999
C17167,0.0029032311887675077,0.9090909999999999,0.0033095157778527395,0.014668888888888888,0.0,0.166667,0.4166669999999999,0.0,0.0,0.04034582132564842,0.028475711892797365,0.008362101399709543,0.0036043708379151183,0.4545449999999999,0.9999999999999999
C10231,0.0025539817144112215,0.857143,0.0018642706001410648,0.0,0.0,0.142857,0.0,0.0,0.0,0.0028818443804034533,0.08542713567839197,0.0013635915083379316,0.002331308351770804,0.0,0.16666666666666663
C10727,0.18785883271178916,1.0,0.0,0.0,0.13514980607591842,0.0,0.0,0.11111133333333331,0.024390243902439036,0.0,0.17922948073701842,0.014935239721269866,0.020901959792889252,0.0,0.9999999999999999
C16806,0.20517229075935,1.0,0.0004906620871538512,0.03320577777777777,0.0,0.08333299999999999,1.0,0.0,0.0,0.20172910662824212,0.09547738693467338,0.019260416006887077,0.6303962422713723,0.0,0.9999999999999999
C17221,0.07862126919997325,1.0,0.0,0.14104444444444442,0.024789686993527113,0.0,0.909091,0.06060600000000001,0.03252032520325203,0.03170028818443804,0.028475711892797365,0.05436243418650681,0.11261897177786673,0.0,0.8333333333333333
C17588,0.0014466254040946536,1.0,0.0,0.03722133333333333,0.0,0.0,1.0,0.0,0.0,0.0345821325648415,0.1122278056951424,0.015297177519297225,7.696221012843882e-05,0.16666699999999993,0.9999999999999999
C17257,0.04786188020259015,0.6363639999999999,0.0,0.0,0.05226038839945039,0.0,0.0,0.055555333333333345,0.024390243902439036,0.0,0.04522613065326636,0.003975208228216134,0.01008216022473399,0.0,0.9999999999999999
C12922,0.1677705516460346,0.6363639999999999,0.0,0.004444444444444438,0.2651360776195612,0.0,0.24999999999999997,0.3333333333333333,0.0894308943089431,0.011527377521613834,0.29648241206030146,0.022261341589438884,0.03196288253355114,0.0,0.9999999999999999
C11182,0.07241747845665374,1.0,0.009720997270692137,0.039035555555555546,0.0,0.8333329999999997,0.4166669999999999,0.0,0.0,0.0605187319884726,0.14572864321608037,0.02665118268339226,0.00669538546548276,0.0,0.9999999999999999
C15896,0.11496993890958195,1.0,0.0,0.0,0.05176644122831767,0.0,0.0,0.6111113333333333,0.13821138211382114,0.0,0.07872696817420437,0.006502124448120646,0.011894315375471157,0.0,0.9999999999999999
C14734,0.0066708001098504804,0.857143,0.018404489558097436,0.0,0.0,0.714286,0.0,0.0,0.0,0.020172910662824204,0.07872696817420437,0.00983101825829568,0.002249209444388351,0.0,0.16666666666666663
C17005,0.04726414477178985,0.818182,0.0,0.0,0.0614810548585547,0.0,0.0,0.16666666666666663,0.03252032520325203,0.0,0.04522613065326636,0.01595705849640594,0.006031906612481144,0.0,0.9999999999999999
C10763,1.5683025875193324e-05,0.0909089999999999,0.0,0.0010666666666666672,0.0,0.0,0.16666699999999995,0.0,0.0,0.00576368876080692,0.04522613065326636,0.00018795414424961632,0.0002069794479224174,0.0,0.9999999999999999
C13763,0.0011716890993295065,0.6363639999999999,0.0,0.014345333333333331,0.0,0.0,0.49999999999999994,0.0,0.0,0.020172910662824204,0.1725293132328308,0.008074498395348195,0.004100441144211877,0.8571429999999999,0.9999999999999999
C10645,0.06673040805842947,1.0,0.0921465852985372,0.2657164444444445,0.0,1.0,1.0,0.0,0.0,0.5590778097982709,0.27973199329983245,0.1690002886579617,0.0048028536875886815,0.08333300000000003,0.9999999999999999
C13133,0.007188384428922126,0.818182,0.00527461743690392,0.0,0.0,0.08333299999999999,0.0,0.0,0.0,0.0028818443804034533,0.053601340033500866,0.0017034837366002448,0.004292218384427827,0.0,0.9999999999999999
C16760,0.01788752284839959,1.0,0.037505473948909795,0.0,0.0,0.4166669999999999,0.0,0.0,0.0,0.02593659942363112,0.29648241206030146,0.018337036032614967,0.0028715559668799316,0.0,0.9999999999999999
C16082,0.07097905139098078,1.0,0.0,0.0,0.04552154571818817,0.0,0.0,0.11111133333333331,0.04065040650406504,0.0,0.035175879396984966,0.006469486502809568,0.006891593038172664,0.0,0.9999999999999999
C12728,0.09307390180525145,1.0,0.0,0.0,0.01737414028525033,0.0,0.0,0.11111133333333331,0.016260162601626025,0.0,0.06030150753768847,0.009328901298915011,0.008943404303321838,0.0,0.9999999999999999
C15164,0.07614685098213715,1.0,0.08332055567481368,0.010733333333333333,0.2443753090515055,0.5833329999999999,0.49999999999999994,0.22222199999999998,0.06504065040650407,0.07492795389048991,0.22948073701842547,0.17260496320389954,0.009567718053602514,0.416667,0.9999999999999999
C18054,0.048188269724064516,1.0,0.022075377963138992,0.007111111111111108,0.07930646483167081,0.4166669999999999,0.24999999999999997,0.3333333333333333,0.0894308943089431,0.02881844380403458,0.11557788944723621,0.04693944952480585,0.005694256905286689,0.0,0.9999999999999999
C18117,0.015796742746964687,0.36363599999999996,0.07290821552332175,0.0,0.0,0.33333299999999993,0.0,0.0,0.0,0.0605187319884726,0.19597989949748743,0.07781695752046319,0.008409768278505415,0.333333,0.9999999999999999
C13862,0.043972759152595894,1.0,0.0,0.016815555555555556,0.03052604268037111,0.0,0.857143,0.28571399999999997,0.06504065040650407,0.020172910662824204,0.028475711892797365,0.004174451553342739,0.007451314195704533,0.0,0.16666666666666663
C16226,0.15273582867175867,1.0,0.05064319666349779,0.005911111111111108,0.0,0.7499999999999998,0.333333,0.0,0.0,0.11527377521613832,0.13567839195979903,0.015292858284419078,0.018653855122533904,0.0,0.9999999999999999
C14278,0.04965214860321728,1.0,0.016968566960041682,0.0,0.037775827321311684,0.33333299999999993,0.0,0.16666666666666663,0.03252032520325203,0.011527377521613834,0.04522613065326636,0.027521388857898746,0.006185674193108667,0.0,0.9999999999999999
C11950,0.022386264230528266,1.0,0.008365788585973193,0.0035573333333333308,0.0,0.08333299999999999,0.333333,0.0,0.0,0.01729106628242075,0.1289782244556114,0.027333854358316242,0.002592489966388851,0.0,0.9999999999999999
C19184,0.0003601197107180598,0.5,0.0005127418810757772,0.0,0.0,0.166667,0.0,0.0,0.0,0.0028818443804034533,0.01172529313232834,0.001156213878520919,0.001019353296978824,0.0,0.0
C11342,0.34107598664001965,1.0,0.023676653684565594,0.0068977777777777735,0.0,0.5833329999999999,0.583333,0.0,0.0,0.05475504322766569,0.19597989949748743,0.039699569977245226,0.06429996267727967,0.0,0.9999999999999999
C18435,0.2720998361887064,1.0,0.14323358581986567,0.007445333333333332,0.02162162114525569,0.5833329999999999,0.9166670000000001,0.055555333333333345,0.008130081300813014,0.17579250720461095,0.3467336683417085,0.03253897927799091,0.02504124354038676,0.0,0.9999999999999999
C13538,0.08666152908704977,1.0,0.03750351130056119,0.0066666666666666645,0.014936288268661627,0.166667,0.333333,0.055555333333333345,0.008130081300813014,0.023054755043227668,0.05527638190954777,0.04551240241961251,0.01197779637637484,0.08333300000000003,0.9999999999999999
C17968,0.00025239588793894707,0.36363599999999996,0.0,0.0026666666666666644,0.0,0.0,0.24999999999999997,0.0,0.0,0.011527377521613834,0.07872696817420437,0.00216651449682681,0.0039025882567202876,0.0,0.9999999999999999
C12092,0.01909498127992497,0.9090909999999999,0.09129724922567387,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.07492795389048991,0.1289782244556114,0.0789587627115486,0.0036726047795760837,0.714286,0.9999999999999999
C13025,0.07198226881547203,0.818182,0.0,0.0,0.054151532735029456,0.0,0.0,0.055555333333333345,0.008130081300813014,0.0,0.05527638190954777,0.004703773927640115,0.006066935756121631,0.0,0.9999999999999999
C16372,0.030802832837395683,1.0,0.008063540740286423,0.012212444444444446,0.0,0.33333299999999993,0.4166669999999999,0.0,0.0,0.03746397694524496,0.035175879396984966,0.004608863119022158,0.008291067585305942,0.0,0.9999999999999999
C15780,0.002501009137489227,1.0,0.0024773528780398044,0.0,0.0,0.33333299999999993,0.0,0.0,0.0,0.011527377521613834,0.008375209380234505,0.004488422871708381,0.004602606004864928,0.0,0.9999999999999999
C18263,0.16753648578140448,0.833333,0.0,0.0,0.21793820101387587,0.0,0.0,0.22222199999999998,0.03252032520325203,0.0,0.2629815745393635,0.011335075098639631,0.012706776746013832,0.0,0.0
C12421,0.2489567186112595,1.0,0.0,0.0,0.17223207775586638,0.0,0.0,0.16666666666666663,0.03252032520325203,0.0,0.16247906197654938,0.0640078935380726,0.020330369844493875,0.0,0.9999999999999999
C11614,0.22267992314023233,1.0,0.0,0.0,0.4004569150376782,0.0,0.0,0.44444466666666654,0.12195121951219512,0.0,0.29648241206030146,0.10196455019449577,0.02180804881572106,0.09090900000000003,0.9999999999999999
C18116,0.04110284931864839,0.818182,0.11193694992180069,0.0,0.0,0.24999999999999994,0.0,0.0,0.0,0.01440922190201729,0.29648241206030146,0.09976477549137673,0.0038927658875718,0.0,0.9999999999999999
C11477,0.02757185492688949,0.4545449999999999,0.003508233923150047,0.0,0.04320840158640983,0.08333299999999999,0.0,0.16666666666666663,0.03252032520325203,0.00576368876080692,0.16247906197654938,0.0931360407871163,0.008238687441896595,0.0,0.9999999999999999
C14203,0.07088012124952028,1.0,0.008002698641479343,0.0291111111111111,0.0,0.166667,0.4166669999999999,0.0,0.0,0.0345821325648415,0.035175879396984966,0.025234118783863592,0.027603511359373473,0.0,0.9999999999999999
C13240,0.025147168724252447,0.6363639999999999,0.026021282468030288,0.016804444444444445,0.0,0.4999999999999999,0.333333,0.0,0.0,0.06916426512968299,0.09547738693467338,0.008371126608943884,0.0060741964035045115,0.0,0.9999999999999999
C11850,0.07326954716972395,1.0,0.0,0.014324000000000002,0.0,0.0,0.8333330000000001,0.0,0.0,0.03746397694524496,0.035175879396984966,0.00950988646322587,0.022195173989820793,0.0,0.9999999999999999
C16485,0.0852850794432719,1.0,0.0,0.0,0.005871692076345081,0.0,0.0,0.055555333333333345,0.008130081300813014,0.0,0.04522613065326636,0.009994951890539512,0.01421748136715359,0.0,0.9999999999999999
C18596,0.023984845527239618,1.0,0.0,0.11626666666666668,0.0,0.0,1.0,0.0,0.0,0.0345821325648415,0.06197654941373537,0.04310469738202073,0.005270777778257204,0.08333300000000003,0.9999999999999999
C15199,0.05345022364993984,1.0,0.0004906620871538512,0.0,0.007500355854116847,0.08333299999999999,0.0,0.22222199999999998,0.04065040650406504,0.0028818443804034533,0.06197654941373537,0.005486140261809571,0.0065110046705279985,0.0,0.9999999999999999
C17913,0.08111968500491348,1.0,0.0,0.03555199999999999,0.0,0.0,1.0,0.0,0.0,0.05763688760806915,0.028475711892797365,0.009256150942348943,0.2181570287816648,0.0,0.9999999999999999
C10175,0.021431675900527816,1.0,0.034186880922444714,0.02586222222222221,0.0,0.4166669999999999,0.333333,0.0,0.0,0.04899135446685876,0.1289782244556114,0.03538958453284477,0.003922175781159047,0.0,0.9999999999999999
C14756,0.00659929971618789,1.0,0.02536796589898492,0.018983111111111093,0.0,1.0,0.9166670000000001,0.0,0.0,0.09510086455331412,0.24623115577889448,0.026318101001216468,0.004539390344895745,0.833333,0.9999999999999999
C16134,0.3693508351796993,1.0,0.0,0.0,0.15651576397829864,0.0,0.0,0.11111133333333331,0.04878048780487805,0.0,0.22948073701842547,0.08991802719233408,1.0,0.0,0.9999999999999999
C17175,0.0031678491775097434,0.727273,0.0,0.017732444444444447,0.0,0.0,0.333333,0.0,0.0,0.01729106628242075,0.07872696817420437,0.008918264037930931,0.006208799171347652,0.571429,0.9999999999999999
C15313,0.12281158493609513,1.0,0.044513355208684706,0.074916,0.0,0.6666669999999998,1.0,0.0,0.0,0.3717579250720461,0.19597989949748743,0.03193178240676754,0.012610241672644407,0.0,0.9999999999999999
C17042,0.004451162156774546,0.18181799999999992,0.0,0.0,0.03456427637462343,0.0,0.0,0.055555333333333345,0.016260162601626025,0.0,0.028475711892797365,0.05891833497434214,0.001000107132140205,0.0,0.9999999999999999
C14558,0.10146462215313728,1.0,0.011775890091692475,0.011388444444444444,0.0,0.166667,0.9166670000000001,0.0,0.0,0.05763688760806915,0.22948073701842547,0.044695313737370165,0.012155484228982657,0.08333300000000003,0.9999999999999999
C17867,0.04402143516552865,1.0,0.08238829770922136,0.0,0.0,1.0,0.0,0.0,0.0,0.3659942363112392,0.1289782244556114,0.04673744723068367,0.004756600705039495,0.0,0.9999999999999999
C17300,0.003346696574464625,1.0,0.0,0.0,0.007894969940211986,0.0,0.0,0.11111133333333331,0.03252032520325203,0.0,0.09547738693467338,0.005460717129152984,0.00377981536305726,0.24999999999999994,0.9999999999999999
C11360,0.18442896685115479,1.0,0.0,0.0,0.09038692268527035,0.0,0.0,0.49999999999999994,0.25203252032520335,0.0,0.1122278056951424,0.01732209846395944,0.01723141006754144,0.0,0.9999999999999999
C18408,0.047387486731932264,0.875,0.0,0.0,0.036940203514579,0.0,0.0,0.08333333333333334,0.008130081300813014,0.0,0.07872696817420437,0.0024814368323316308,0.004902323158642311,0.0,0.33333333333333326
C16465,0.2586630514524961,1.0,0.17938581373240514,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.03170028818443804,0.21943048576214408,0.05467595309302485,0.04598932129205815,0.0,0.9999999999999999
C10372,0.03691655679292639,1.0,0.014812352418044076,0.016888888888888887,0.0,0.4166669999999999,0.24999999999999997,0.0,0.0,0.043227665706051875,0.07537688442211057,0.007677440311359227,0.005147758412266066,0.0,0.9999999999999999
C11553,0.03880304866222872,1.0,0.01962648348615411,0.02505733333333332,0.0,0.08333299999999999,0.666667,0.0,0.0,0.0461095100864553,0.19597989949748743,0.047967458300296834,0.0051409896070173326,0.0,0.9999999999999999
C10562,0.0041729643763143,0.4545449999999999,0.01800999724002574,0.0,0.0,0.33333299999999993,0.0,0.0,0.0,0.01729106628242075,0.16247906197654938,0.030308803728960984,0.002405258283932444,0.5,0.9999999999999999
C17779,0.0007159440227415131,0.27272699999999994,0.0018645159311846387,0.0,0.0,0.08333299999999999,0.0,0.0,0.0,0.0028818443804034533,0.1289782244556114,0.008818996239229868,0.001985928674659118,0.0,0.9999999999999999
