CUST_ID,STANDARD_BALANCE,STANDARD_BALANCE_FREQUENCY,STANDARD_ONEOFF_PURCHASES,STANDARD_INSTALLMENTS_PURCHASES,STANDARD_CASH_ADVANCE,STANDARD_ONEOFF_PURCHASES_FREQUENCY,STANDARD_PURCHASES_INSTALLMENTS_FREQUENCY,STANDARD_CASH_ADVANCE_FREQUENCY,STANDARD_CASH_ADVANCE_TRX,STANDARD_PURCHASES_TRX,STANDARD_KNN_IMPUTED_CREDIT_LIMIT,STANDARD_PAYMENTS,STANDARD_KNN_IMPUTED_MINIMUM_PAYMENTS,STANDARD_PRC_FULL_PAYMENT,STANDARD_TENURE
C12915,-0.5911727049671689,0.5154774932606131,1.48556754773981,-0.43593960090524947,-0.487038223188395,1.7742969582838706,-0.9184938406021322,-0.6692313044646645,-0.5142365461505912,0.15174001610178722,-0.6787608581350478,0.4768349562337222,-0.34582106517080186,1.4069263456169316,0.3604653533813764
C13874,1.4193216762190393,0.5154774932606131,-0.34025604718808367,-0.43593960090524947,-0.28186672955539893,-0.6876594438633626,-0.9184938406021322,1.0176501053650677,-0.0030186201345708008,-0.5968845903800624,0.014332139044246623,-0.32982263436204673,0.24704619798439445,-0.5296226447442454,-1.8870917787471615
C11045,-0.141580701671688,0.5154774932606131,1.1503065715834953,0.8738365274413252,-0.487038223188395,0.1329926901857151,0.1291108542895805,-0.6692313044646645,-0.5142365461505912,-0.12406904944415735,1.4005181334028356,0.7648665163024456,-0.15528064950087106,-0.24721059177919116,0.3604653533813764
C13074,-0.652448497376533,0.5154774932606131,-0.152455308614139,-0.1422793746701287,-0.487038223188395,-0.4141098267165154,-0.08041159323831591,-0.6692313044646645,-0.5142365461505912,-0.3210755248341178,0.4301879373518233,-0.46576193029721175,-0.3238660377380022,-0.5296226447442454,0.3604653533813764
C15304,-0.7131192360146378,0.13141874766764974,-0.09943120819154959,0.4093587843456489,-0.487038223188395,0.20759653438784867,1.1386196444492187,-0.6692313044646645,-0.5142365461505912,0.38814778656973975,0.1529507384801055,-0.3343937148072053,-0.35064860371731216,1.0108113563717658,-0.38872035732813626
C16327,-0.48573728001525823,0.13141874766764974,0.2638814458526573,-0.27650785772854686,-0.487038223188395,1.5007473411370233,-0.4994514597955959,-0.6692313044646645,-0.5142365461505912,-0.08466775436616526,-0.8173794575709067,-0.4583233480711168,-0.27093928865954015,-0.5296226447442454,0.3604653533813764
C14255,-0.16685967537248708,0.5154774932606131,0.29268319876248117,-0.43593960090524947,0.23707256432141194,0.6800952070879457,-0.9184938406021322,1.4393742533094684,1.01941723189747,-0.2422729346781336,-0.12428646039161227,0.5090931486494401,-0.2502613915035864,-0.5296226447442454,0.3604653533813764
C12928,0.34620137259287886,-1.4048162347042032,-0.34025604718808367,-0.43593960090524947,2.7874059525518584,-0.6876594438633626,-0.9184938406021322,1.0176501053650677,1.5306351579134905,-0.5968845903800624,0.7074251362235411,-0.4591279438648109,-0.17166018844761372,-0.5296226447442454,0.3604653533813764
C11840,-0.23415528113472206,0.5154774932606131,0.22528924002498454,-0.41099393747664503,-0.3275714297668106,0.1329926901857151,-0.2899315265169559,-0.24751221716955396,-0.0030186201345708008,-0.28167422975612566,-0.6233134183607043,-0.19147741099785473,-0.29624043085059953,-0.5296226447442454,0.3604653533813764
C10220,0.4640624659342934,-0.2526399979253136,-0.34025604718808367,-0.43593960090524947,-0.4351020939371729,-0.6876594438633626,-0.9184938406021322,-0.24751221716955396,-0.3438305708119177,-0.5968845903800624,0.8460437356593999,0.9574112991715862,-0.0881549985048187,-0.5296226447442454,0.3604653533813764
C16574,-0.18352118638932247,0.5154774932606131,-0.022179120594375577,-0.43593960090524947,-0.487038223188395,-0.14055692696113206,-0.9184938406021322,-0.6692313044646645,-0.5142365461505912,-0.36047681991210984,-0.12428646039161227,-0.4997027876314835,-0.26165664190366134,-0.5296226447442454,0.3604653533813764
C10100,-0.19133820678473948,0.5154774932606131,-0.34025604718808367,-0.43593960090524947,-0.42579053294863867,-0.6876594438633626,-0.9184938406021322,-0.24751221716955396,-0.3438305708119177,-0.5968845903800624,-0.900550617232422,-0.5431723013336627,1.0260630621145637,-0.5296226447442454,0.3604653533813764
C18361,-0.056483069163107594,0.5154774932606131,-0.34025604718808367,-0.15773517605092452,-0.12574188052960397,-0.6876594438633626,1.176713034932037,0.5959310180699572,-0.0030186201345708008,-0.2028716396001415,-0.8173794575709067,-0.15786039537363938,0.0376467343520889,-0.5296226447442454,0.3604653533813764
C13032,0.6580886669801193,0.5154774932606131,-0.2863014025653531,-0.43593960090524947,-0.3486315548005699,-0.4141098267165154,-0.9184938406021322,-0.24751221716955396,-0.3438305708119177,-0.5574832953020703,0.2915693379159644,-0.3630006946930409,0.032885766191848825,-0.5296226447442454,0.3604653533813764
C15804,0.5266611245945325,0.5154774932606131,-0.34025604718808367,-0.43593960090524947,2.578315256411399,-0.6876594438633626,-0.9184938406021322,0.5959310180699572,0.6786052812201231,-0.5968845903800624,-0.40152365926333006,1.4634222802219796,4.174657491715111e-05,0.08655095570215918,0.3604653533813764
C16255,0.357679248613127,0.5154774932606131,0.35824426740879073,1.3474022817489093,-0.487038223188395,1.7742969582838706,1.5957554157385732,-0.6692313044646645,-0.5142365461505912,2.9886332617172173,1.4005181334028356,-0.35135631273572265,-0.09009939281457682,-0.5296226447442454,0.3604653533813764
C16639,-0.6202137466382535,-1.788879204947593,-0.34025604718808367,-0.43593960090524947,-0.011431897530423509,-0.6876594438633626,-0.9184938406021322,-0.24751221716955396,-0.17342459547324426,-0.5968845903800624,-0.9559980570067655,-0.510340158845669,-0.3324059063484085,-0.5296226447442454,0.3604653533813764
C17942,-0.7557113158395905,-1.4048162347042032,-0.34025604718808367,-0.3327772786222309,-0.487038223188395,-0.6876594438633626,0.7576731683747568,-0.6692313044646645,-0.5142365461505912,-0.2422729346781336,-0.12428646039161227,-0.5528546603555543,-0.37729553945868427,0.48706481267977947,0.3604653533813764
C12359,1.9042742916390312,0.5154774932606131,0.17068603429306467,1.1748640190012918,2.4783732771398395,1.22719444138164,1.176713034932037,2.70453657584409,4.086724787993592,0.7033581471936764,0.9846623350952588,-0.17585729657051472,0.587199081727234,-0.5296226447442454,0.3604653533813764
C10760,-0.5128600686987357,0.5154774932606131,1.2192006803648556,1.2195415888593792,-0.487038223188395,2.321399475186101,1.5957554157385732,-0.6692313044646645,-0.5142365461505912,3.2250410321851697,4.311508721555872,0.636096348444103,-0.30485306218898384,1.447268503927517,0.3604653533813764
C14370,5.503130678069431,0.5154774932606131,-0.34025604718808367,-0.43593960090524947,1.164471692289265,-0.6876594438633626,-0.9184938406021322,-0.24751221716955396,0.5081993058814496,-0.5968845903800624,2.6480855283255655,0.4407786237597376,1.0459794748667264,-0.5296226447442454,0.3604653533813764
C16872,-0.48731319204112905,0.5154774932606131,-0.2772046280512458,-0.43593960090524947,-0.023507523251270913,-0.4141098267165154,-0.9184938406021322,0.17421193077484673,-0.0030186201345708008,-0.5574832953020703,-0.900550617232422,-0.5487784449382143,-0.31666266183393516,-0.5296226447442454,0.3604653533813764
C18440,-0.5413897401984763,0.5154774932606131,-0.3249048877166639,-0.43593960090524947,-0.487038223188395,-0.4141098267165154,-0.9184938406021322,-0.6692313044646645,-0.5142365461505912,-0.5574832953020703,-1.0946166564426245,-0.5401951992796974,-0.2984129962308984,-0.5296226447442454,0.3604653533813764
C16826,-0.2742576624175086,0.5154774932606131,-0.2838594289977099,-0.43593960090524947,-0.4680106680157845,-0.4141098267165154,-0.9184938406021322,0.17421193077484673,-0.17342459547324426,-0.5574832953020703,-0.9559980570067655,-0.4863161754121182,-0.12232838129909124,-0.5296226447442454,0.3604653533813764
C11358,-0.2139841827820624,0.5154774932606131,-0.32051723082145284,-0.43593960090524947,-0.4774893822602531,-0.4141098267165154,-0.9184938406021322,-0.24751221716955396,-0.3438305708119177,-0.5180820002240781,-0.900550617232422,-0.47611098778232985,-0.1637420715890106,-0.5296226447442454,0.3604653533813764
C11331,-0.5608235071016049,0.5154774932606131,2.112624626413119,-0.43593960090524947,-0.487038223188395,2.321399475186101,-0.9184938406021322,-0.6692313044646645,-0.5142365461505912,-0.04526645928817318,0.1529507384801055,0.9019976172734508,-0.32681140775804834,2.859335546669171,0.3604653533813764
C11830,-0.12710152780003475,-0.2526399979253136,-0.34025604718808367,0.023056484634037873,-0.487038223188395,-0.6876594438633626,1.5957554157385732,-0.6692313044646645,-0.5142365461505912,-0.08466775436616526,-0.5124185388120172,0.3876177071706452,-0.16582203941221263,-0.5296226447442454,0.3604653533813764
C15999,-0.5897064371636471,0.5154774932606131,1.0634275812612244,-0.058725312405546466,-0.487038223188395,0.1329926901857151,0.5481507208468605,-0.6692313044646645,-0.5142365461505912,-0.0058651642101810965,0.4301879373518233,0.3620620468438049,-0.3453859705453655,0.7412366770357858,0.3604653533813764
C18086,-0.6671439669829821,0.5154774932606131,-0.34025604718808367,-0.27347852065791095,-0.37788902441372724,-0.6876594438633626,1.3862354824599334,1.4393742533094684,0.5081993058814496,-0.16347034452214942,-0.9559980570067655,-0.5477085019602844,-0.3039510791059091,-0.5296226447442454,0.3604653533813764
C16931,-0.28704894989245805,0.5154774932606131,-0.34025604718808367,-0.43593960090524947,-0.1577027465442383,-0.6876594438633626,-0.9184938406021322,0.5959310180699572,-0.0030186201345708008,-0.5968845903800624,0.5688065367876822,0.2303872980071253,1.532696728603978,-0.5296226447442454,0.3604653533813764
C15003,-0.4288476327631657,0.5154774932606131,-0.06791677794676873,-0.15542710971139234,-0.487038223188395,1.7742969582838706,0.9671931016533969,-0.6692313044646645,-0.5142365461505912,0.545752966881708,0.5688065367876822,0.18550962011416688,-0.28542342204922505,0.6000289560741628,0.3604653533813764
C16673,-0.730073593213829,0.5154774932606131,-0.34025604718808367,0.017337838123143462,-0.487038223188395,-0.6876594438633626,1.5957554157385732,-0.6692313044646645,-0.5142365461505912,0.38814778656973975,0.4301879373518233,-0.441619049884169,-0.3224433696737885,2.859335546669171,0.3604653533813764
C16454,0.657943238973682,0.5154774932606131,0.5815128391626615,0.0932464306380254,-0.29118746351105707,1.5007473411370233,0.5481507208468605,-0.24751221716955396,-0.3438305708119177,0.6639568521156843,-0.26290505982747114,-0.27981400751155927,-0.030100788750344904,-0.5296226447442454,0.3604653533813764
C15956,2.1939853188552356,0.5154774932606131,0.6217461865796742,1.3045484964537561,-0.487038223188395,2.0478465754307176,1.3862354824599334,-0.6692313044646645,-0.5142365461505912,1.7277918192214707,2.09361113058213,-0.12779000236695126,0.2708113143758893,-0.5296226447442454,0.3604653533813764
C16753,-0.729688595822295,0.5154774932606131,-0.34025604718808367,0.4163963259077046,-0.487038223188395,-0.6876594438633626,1.5957554157385732,-0.6692313044646645,-0.5142365461505912,0.1911413111797793,-0.9559980570067655,-0.3221554233375459,-0.3213257881343034,1.7296839458507627,0.3604653533813764
C11905,-0.12316422003880463,0.5154774932606131,0.24502805639161535,0.7580107518936412,-0.487038223188395,0.4065423073325623,1.5957554157385732,-0.6692313044646645,-0.5142365461505912,1.1367723930515894,-0.9559980570067655,-0.11327824334102926,1.2925988527892567,-0.5296226447442454,0.3604653533813764
C19124,-0.2946615405161248,0.5154774932606131,-0.34025604718808367,0.7408857239637193,0.07861674267965904,-0.6876594438633626,1.236577309725509,0.7766670468179633,-0.0030186201345708008,-0.04526645928817318,-0.9559980570067655,-0.26791762190624313,0.11743775734389848,-0.5296226447442454,-3.385463200166187
C16597,0.21602849488093223,0.5154774932606131,-0.34025604718808367,-0.43593960090524947,0.9132712032841205,-0.6876594438633626,-0.9184938406021322,1.8610933406045789,0.5081993058814496,-0.5968845903800624,-0.12428646039161227,-0.06805492231387958,-0.1801345195507952,-0.5296226447442454,0.3604653533813764
C16448,-0.27795769962827,0.5154774932606131,4.704799307282726,-0.43593960090524947,-0.487038223188395,2.321399475186101,-0.9184938406021322,-0.6692313044646645,-0.5142365461505912,0.3093451964137556,0.2915693379159644,2.110302008961726,-0.2783277985139987,2.859335546669171,0.3604653533813764
C15645,-0.7379431249567043,0.5154774932606131,-0.10148968475549822,-0.43593960090524947,-0.487038223188395,2.5949490923329486,-0.9184938406021322,-0.6692313044646645,-0.5142365461505912,-0.12406904944415735,0.7074251362235411,-0.44796625022815795,-0.31468515127138247,-0.24721059177919116,0.3604653533813764
C17167,-0.7343333934258292,0.13141874766764974,-0.26417700924926946,-0.09586045118980521,-0.487038223188395,-0.14055692696113206,0.1291108542895805,-0.6692313044646645,-0.5142365461505912,-0.04526645928817318,-0.9559980570067655,-0.4501285177767576,-0.3315952595656401,1.0108113563717658,0.3604653533813764
C10231,-0.7371638051062921,-0.0880433926711864,-0.29740025702521866,-0.43593960090524947,-0.487038223188395,-0.21871583620796622,-0.9184938406021322,-0.6692313044646645,-0.5142365461505912,-0.5574832953020703,-0.4846948189248454,-0.5714154649358583,-0.35836431673004215,-0.5296226447442454,-3.385463200166187
C10727,0.7645965502274491,0.5154774932606131,-0.34025604718808367,-0.43593960090524947,1.315771609864866,-0.6876594438633626,-0.9184938406021322,0.17421193077484673,-0.0030186201345708008,-0.5968845903800624,0.2915693379159644,-0.33621342832900947,0.032126201542233966,-0.5296226447442454,0.3604653533813764
C16806,0.9049094711769856,0.5154774932606131,-0.3289767235500089,0.3338932581370164,-0.487038223188395,-0.4141098267165154,1.5957554157385732,-0.6692313044646645,-0.5142365461505912,2.1612060650793836,-0.40152365926333006,-0.26125641094246427,12.848140707206651,-0.5296226447442454,0.3604653533813764
C17221,-0.12069404692814337,0.5154774932606131,-0.34025604718808367,2.833992777891788,-0.15636004637222828,-0.6876594438633626,1.367187530093896,-0.2091727381474648,0.16738735520410267,-0.16347034452214942,-0.9559980570067655,0.3470754611576608,1.9606866323895324,-0.5296226447442454,-0.38872035732813626
C17588,-0.7461381184991217,0.5154774932606131,-0.34025604718808367,0.4269887017873433,-0.487038223188395,-0.6876594438633626,1.5957554157385732,-0.6692313044646645,-0.5142365461505912,-0.12406904944415735,-0.26290505982747114,-0.3299409029963886,-0.405767112265039,0.03520485014405451,0.3604653533813764
C17257,-0.3699764089490515,-1.0207574891112399,-0.34025604718808367,-0.43593960090524947,0.21008110551258394,-0.6876594438633626,-0.9184938406021322,-0.24751221716955396,-0.0030186201345708008,-0.5968845903800624,-0.8173794575709067,-0.5261551132295307,-0.19538488789732103,-0.5296226447442454,0.3604653533813764
C12922,0.601795717173281,-1.0207574891112399,-0.34025604718808367,-0.3329009250332773,3.049703276545713,-0.6876594438633626,-0.2899315265169559,1.8610933406045789,1.360229182574817,-0.439279410068094,1.2618995339669765,-0.2092491825168684,0.2647074584391935,-0.5296226447442454,0.3604653533813764
C11182,-0.17097123579264598,0.5154774932606131,-0.11679008727054663,0.4690490892782823,-0.487038223188395,2.0478465754307176,0.1291108542895805,-0.6692313044646645,-0.5142365461505912,0.2305426062577714,0.014332139044246623,-0.13317149840076828,-0.26659959111894505,-0.5296226447442454,0.3604653533813764
C15896,0.17388534937585948,0.5154774932606131,-0.34025604718808367,-0.43593960090524947,0.2034921739929435,-0.6876594438633626,-0.9184938406021322,3.9696988983787116,2.3826650346068576,-0.5968845903800624,-0.540142258699189,-0.48236265472105727,-0.1572801716333388,-0.5296226447442454,0.3604653533813764
C14734,-0.7038000014977895,-0.0880433926711864,0.08282574281428139,-0.43593960090524947,-0.487038223188395,1.6570618770221555,-0.9184938406021322,-0.6692313044646645,-0.5142365461505912,-0.3210755248341178,-0.540142258699189,-0.4246716070666504,-0.3600906344628912,-0.5296226447442454,-3.385463200166187
C17005,-0.37482061765768876,-0.2526399979253136,-0.34025604718808367,-0.43593960090524947,0.3330787526600749,-0.6876594438633626,-0.9184938406021322,0.5959310180699572,0.16738735520410267,-0.5968845903800624,-0.8173794575709067,-0.3185049044132396,-0.28055075497513837,-0.5296226447442454,0.3604653533813764
C10763,-0.7577348604236349,-3.325114187319446,-0.34025604718808367,-0.41121031869597613,-0.487038223188395,-0.6876594438633626,-0.4994514597955959,-0.6692313044646645,-0.5142365461505912,-0.5180820002240781,-0.8173794575709067,-0.5917897258956436,-0.40303320178637453,-0.5296226447442454,0.3604653533813764
C13763,-0.7483662762646413,-1.0207574891112399,-0.34025604718808367,-0.10336166679328482,-0.487038223188395,-0.6876594438633626,0.33863078756822046,-0.6692313044646645,-0.5142365461505912,-0.3210755248341178,0.23612189814162085,-0.4551127917056663,-0.32116424417452677,2.3751991463184243,0.3604653533813764
C10645,-0.21706078399430706,0.5154774932606131,1.7780065717041744,5.7243512825116545,-0.487038223188395,2.5949490923329486,1.5957554157385732,-0.6692313044646645,-0.5142365461505912,7.046966654750402,1.1232809345311177,2.3337948647916007,-0.3063944102258455,-0.24721059177919116,0.3604653533813764
C13133,-0.6996053589574536,-0.2526399979253136,-0.21900331807878007,-0.43593960090524947,-0.487038223188395,-0.4141098267165154,-0.9184938406021322,-0.6692313044646645,-0.5142365461505912,-0.5574832953020703,-0.7480701578529773,-0.5655249980552063,-0.31713168806510883,-0.5296226447442454,0.3604653533813764
C16760,-0.6128966633776131,0.5154774932606131,0.5219185327208935,-0.43593960090524947,-0.487038223188395,0.6800952070879457,-0.9184938406021322,-0.6692313044646645,-0.5142365461505912,-0.2422729346781336,1.2618995339669765,-0.27725895146689633,-0.3470043721482263,-0.5296226447442454,0.3604653533813764
C16082,-0.18262863563749548,0.5154774932606131,-0.34025604718808367,-0.43593960090524947,0.12018936092248016,-0.6876594438633626,-0.9184938406021322,0.17421193077484673,0.3377933305427761,-0.5968845903800624,-0.900550617232422,-0.4829282832348079,-0.26247387711308184,-0.5296226447442454,0.3604653533813764
C12728,-0.003566024860778703,0.5154774932606131,-0.34025604718808367,-0.43593960090524947,-0.2552785791567842,-0.6876594438633626,-0.9184938406021322,0.17421193077484673,-0.17342459547324426,-0.5968845903800624,-0.6926227180786337,-0.4333734927630862,-0.21932984165124664,-0.5296226447442454,0.3604653533813764
C15164,-0.1407473977285193,0.5154774932606131,1.5751140981024856,-0.18710119867443661,2.7727682308882344,1.22719444138164,0.33863078756822046,1.0176501053650677,0.8490112565587965,0.4275490816477318,0.7074251362235411,2.396265301779614,-0.20620221386260487,0.8824443979974086,0.3604653533813764
C18054,-0.36733126047555853,0.5154774932606131,0.16721200261253766,-0.27107771951009396,0.570858038556257,0.6800952070879457,-0.2899315265169559,1.8610933406045789,1.360229182574817,-0.2028716396001415,-0.23518133994029938,0.2184321981772765,-0.2876506141036614,-0.5296226447442454,0.3604653533813764
C18117,-0.6298409076926204,-2.172937950540556,1.3357555711789013,-0.43593960090524947,-0.487038223188395,0.4065423073325623,-0.9184938406021322,-0.6692313044646645,-0.5142365461505912,0.2305426062577714,0.4301879373518233,0.7535516362866977,-0.23055076239062017,0.6000289560741628,0.3604653533813764
C13862,-0.401494892024586,0.5154774932606131,-0.34025604718808367,-0.046092770743642625,-0.07984082123679491,-0.6876594438633626,1.236577309725509,1.4996162224592768,0.8490112565587965,-0.3210755248341178,-0.9559980570067655,-0.5227021475237555,-0.2507044566603002,-0.5296226447442454,-3.385463200166187
C16226,0.479950278186298,0.5154774932606131,0.8239280627921641,-0.29889816199552643,-0.487038223188395,1.7742969582838706,-0.08041159323831591,-0.6692313044646645,-0.5142365461505912,0.9791672127396209,-0.06883902061726871,-0.3300157570468315,-0.015145352750883368,-0.5296226447442454,0.3604653533813764
C14278,-0.35546759228830144,0.5154774932606131,0.049816802187455565,-0.43593960090524947,0.016866554213409896,0.4065423073325623,-0.9184938406021322,0.5959310180699572,0.16738735520410267,-0.439279410068094,-0.8173794575709067,-0.11809048087802157,-0.27731743909265044,-0.5296226447442454,0.3604653533813764
C11950,-0.5764376531562575,0.5154774932606131,-0.1479435791589091,-0.3534674447373229,-0.487038223188395,-0.4141098267165154,-0.08041159323831591,-0.6692313044646645,-0.5142365461505912,-0.36047681991210984,-0.12428646039161227,-0.12134052800154056,-0.35287237454488163,-0.5296226447442454,0.3604653533813764
C19184,-0.7549434528839213,-1.5968477198258981,-0.32846915398629556,-0.43593960090524947,-0.487038223188395,-0.14055692696113206,-0.9184938406021322,-0.6692313044646645,-0.5142365461505912,-0.5574832953020703,-1.0946166564426245,-0.575009401362326,-0.3859511793083426,-0.5296226447442454,-4.1346489108757
C11342,2.0063095776416087,0.5154774932606131,0.20402207530539462,-0.27602357595194865,-0.487038223188395,1.22719444138164,0.5481507208468605,-0.6692313044646645,-0.5142365461505912,0.15174001610178722,0.4301879373518233,0.09296221931708476,0.9446686986129081,-0.5296226447442454,0.3604653533813764
C18435,1.447308301345914,0.5154774932606131,2.952392829915061,-0.2633292110845216,-0.19861996837178794,1.22719444138164,1.3862354824599334,-0.24751221716955396,-0.3438305708119177,1.8065944093774549,1.6777553322745533,-0.031133652411146694,0.11916413130798503,-0.5296226447442454,0.3604653533813764
C13538,-0.05553361815360195,0.5154774932606131,0.5218734154263412,-0.28138158709729116,-0.28779792723905984,-0.14055692696113206,-0.08041159323831591,-0.24751221716955396,-0.3438305708119177,-0.28167422975612566,-0.7342082979093913,0.19370090686989072,-0.15552479221586776,-0.24721059177919116,0.3604653533813764
C17968,-0.7558164757190167,-2.172937950540556,-0.34025604718808367,-0.37411639538206615,-0.487038223188395,-0.6876594438633626,-0.2899315265169559,-0.6692313044646645,-0.5142365461505912,-0.439279410068094,-0.540142258699189,-0.5575004916645135,-0.32532455469584703,-0.5296226447442454,0.3604653533813764
C12092,-0.6031110954692805,0.13141874766764974,1.7584820624866668,-0.43593960090524947,-0.487038223188395,0.9536448242347928,-0.9184938406021322,-0.6692313044646645,-0.5142365461505912,0.4275490816477318,-0.12428646039161227,0.7733395722940328,-0.3301604845214025,1.891062745967678,0.3604653533813764
C13025,-0.17449829178642004,-0.2526399979253136,-0.34025604718808367,-0.43593960090524947,0.2353077314537988,-0.6876594438633626,-0.9184938406021322,-0.24751221716955396,-0.3438305708119177,-0.5968845903800624,-0.7342082979093913,-0.5135287812160667,-0.27981418692860655,-0.5296226447442454,0.3604653533813764
C16372,-0.5082275172979207,0.5154774932606131,-0.15489164251996315,-0.15280992734424428,-0.487038223188395,0.4065423073325623,0.1291108542895805,-0.6692313044646645,-0.5142365461505912,-0.08466775436616526,-0.900550617232422,-0.5151736231050331,-0.23304671657691814,-0.5296226447442454,0.3604653533813764
C15780,-0.7375931091181036,0.5154774932606131,-0.28330674213944423,-0.43593960090524947,-0.487038223188395,0.4065423073325623,-0.9184938406021322,-0.6692313044646645,-0.5142365461505912,-0.439279410068094,-1.1223403763297963,-0.517260900273818,-0.31060507680679733,-0.5296226447442454,0.3604653533813764
C18263,0.5998987844478477,-0.18863231931836605,-0.34025604718808367,-0.43593960090524947,2.420114537097825,-0.6876594438633626,-0.9184938406021322,1.0176501053650677,0.16738735520410267,-0.5968845903800624,0.9846623350952588,-0.39860570656060307,-0.14019630881542222,-0.5296226447442454,-4.1346489108757
C12421,1.2597502515184489,0.5154774932606131,-0.34025604718808367,-0.43593960090524947,1.8104248095817,-0.6876594438633626,-0.9184938406021322,0.5959310180699572,0.16738735520410267,-0.5968845903800624,0.1529507384801055,0.5142350904011562,0.020107212553300037,-0.5296226447442454,0.3604653533813764
C11614,1.0467960331523027,0.5154774932606131,-0.34025604718808367,-0.43593960090524947,4.854794555606397,-0.6876594438633626,-0.9184938406021322,2.70453657584409,2.0418530839295106,-0.5968845903800624,1.2618995339669765,1.1720389774685327,0.05117880038338176,-0.2215358445210431,0.3604653533813764
C18116,-0.4247534132603079,-0.2526399979253136,2.2329468113222815,-0.43593960090524947,-0.487038223188395,0.1329926901857151,-0.9184938406021322,-0.6692313044646645,-0.5142365461505912,-0.3998781149901019,1.2618995339669765,1.1339160109627537,-0.3255310925241841,-0.5296226447442454,0.3604653533813764
C11477,-0.5344122313452928,-1.788879204947593,-0.2596088831758492,-0.43593960090524947,0.08933353428742805,-0.4141098267165154,-0.9184938406021322,0.5959310180699572,0.16738735520410267,-0.5180820002240781,0.1529507384801055,1.0190374141919538,-0.23414812916935976,-0.5296226447442454,0.3604653533813764
